time_s,eda_uS,phase
-20.0,24.76,pre
-19.9,24.78,pre
-19.8,24.76,pre
-19.7,24.76,pre
-19.6,24.71,pre
-19.5,24.68,pre
-19.4,24.66,pre
-19.3,24.63,pre
-19.2,24.61,pre
-19.1,24.61,pre
-19.0,24.56,pre
-18.9,24.56,pre
-18.8,24.54,pre
-18.7,24.54,pre
-18.6,24.54,pre
-18.5,24.54,pre
-18.4,24.54,pre
-18.3,24.56,pre
-18.2,24.56,pre
-18.1,24.58,pre
-18.0,24.61,pre
-17.9,24.61,pre
-17.8,24.63,pre
-17.7,24.66,pre
-17.6,24.71,pre
-17.5,24.76,pre
-17.4,24.8,pre
-17.3,24.83,pre
-17.2,24.85,pre
-17.1,24.88,pre
-17.0,24.88,pre
-16.9,24.88,pre
-16.8,24.85,pre
-16.7,24.88,pre
-16.6,24.85,pre
-16.5,24.85,pre
-16.4,24.85,pre
-16.3,24.85,pre
-16.2,24.85,pre
-16.1,24.85,pre
-16.0,24.83,pre
-15.9,24.83,pre
-15.8,24.83,pre
-15.7,24.83,pre
-15.6,24.8,pre
-15.5,24.78,pre
-15.4,24.76,pre
-15.3,24.71,pre
-15.2,24.68,pre
-15.1,24.63,pre
-15.0,24.61,pre
-14.9,24.58,pre
-14.8,24.51,pre
-14.7,24.49,pre
-14.6,24.44,pre
-14.5,24.39,pre
-14.4,24.37,pre
-14.3,24.32,pre
-14.2,24.27,pre
-14.1,24.22,pre
-14.0,24.19,pre
-13.9,24.19,pre
-13.8,24.15,pre
-13.7,24.12,pre
-13.6,24.07,pre
-13.5,24.02,pre
-13.4,23.97,pre
-13.3,23.95,pre
-13.2,23.9,pre
-13.1,23.9,pre
-13.0,23.85,pre
-12.9,23.83,pre
-12.8,23.8,pre
-12.7,23.75,pre
-12.6,23.71,pre
-12.5,23.68,pre
-12.4,23.61,pre
-12.3,23.58,pre
-12.2,23.56,pre
-12.1,23.51,pre
-12.0,23.51,pre
-11.9,23.46,pre
-11.8,23.44,pre
-11.7,23.39,pre
-11.6,23.36,pre
-11.5,23.32,pre
-11.4,23.29,pre
-11.3,23.24,pre
-11.2,23.24,pre
-11.1,23.17,pre
-11.0,23.14,pre
-10.9,23.12,pre
-10.8,23.05,pre
-10.7,23.02,pre
-10.6,22.95,pre
-10.5,22.92,pre
-10.4,22.88,pre
-10.3,22.83,pre
-10.2,22.8,pre
-10.1,22.75,pre
-10.0,22.71,pre
-9.9,22.68,pre
-9.8,22.66,pre
-9.7,22.61,pre
-9.6,22.56,pre
-9.5,22.53,pre
-9.4,22.49,pre
-9.3,22.46,pre
-9.2,22.41,pre
-9.1,22.39,pre
-9.0,22.34,pre
-8.9,22.29,pre
-8.8,22.27,pre
-8.7,22.22,pre
-8.6,22.17,pre
-8.5,22.14,pre
-8.4,22.12,pre
-8.3,22.09,pre
-8.2,22.07,pre
-8.1,22.02,pre
-8.0,22.0,pre
-7.9,21.95,pre
-7.8,21.9,pre
-7.7,21.87,pre
-7.6,21.83,pre
-7.5,21.78,pre
-7.4,21.73,pre
-7.3,21.7,pre
-7.2,21.68,pre
-7.1,21.63,pre
-7.0,21.58,pre
-6.9,21.53,pre
-6.8,21.53,pre
-6.7,21.51,pre
-6.6,21.51,pre
-6.5,21.48,pre
-6.4,21.46,pre
-6.3,21.44,pre
-6.2,21.41,pre
-6.1,21.36,pre
-6.0,21.29,pre
-5.9,21.24,pre
-5.8,21.17,pre
-5.7,21.09,pre
-5.6,21.04,pre
-5.5,20.97,pre
-5.4,20.92,pre
-5.3,20.85,pre
-5.2,20.78,pre
-5.1,20.73,pre
-5.0,20.65,pre
-4.9,20.61,pre
-4.8,20.53,pre
-4.7,20.48,pre
-4.6,20.43,pre
-4.5,20.36,pre
-4.4,20.34,pre
-4.3,20.29,pre
-4.2,20.21,pre
-4.1,20.19,pre
-4.0,20.14,pre
-3.9,20.12,pre
-3.8,20.07,pre
-3.7,20.04,pre
-3.6,20.02,pre
-3.5,20.0,pre
-3.4,20.0,pre
-3.3,20.0,pre
-3.2,20.0,pre
-3.1,20.0,pre
-3.0,20.02,pre
-2.9,20.07,pre
-2.8,20.07,pre
-2.7,20.02,pre
-2.6,20.0,pre
-2.5,19.92,pre
-2.4,19.85,pre
-2.3,19.78,pre
-2.2,19.7,pre
-2.1,19.6,pre
-2.0,19.51,pre
-1.9,19.41,pre
-1.8,19.34,pre
-1.7,19.24,pre
-1.6,19.17,pre
-1.5,19.09,pre
-1.4,19.04,pre
-1.3,18.97,pre
-1.2,18.9,pre
-1.1,18.85,pre
-1.0,18.8,pre
-0.9,18.77,pre
-0.8,18.75,pre
-0.7,18.7,pre
-0.6,18.65,pre
-0.5,18.63,pre
-0.4,18.58,pre
-0.3,18.55,pre
-0.2,18.53,pre
-0.1,18.51,pre
0.0,18.48,stroking
0.1,18.43,stroking
0.2,18.38,stroking
0.3,18.38,stroking
0.4,18.36,stroking
0.5,18.33,stroking
0.6,18.31,stroking
0.7,18.26,stroking
0.8,18.24,stroking
0.9,18.21,stroking
1.0,18.19,stroking
1.1,18.14,stroking
1.2,18.14,stroking
1.3,18.12,stroking
1.4,18.07,stroking
1.5,18.07,stroking
1.6,18.04,stroking
1.7,18.02,stroking
1.8,17.99,stroking
1.9,17.99,stroking
2.0,17.97,stroking
2.1,17.97,stroking
2.2,17.97,stroking
2.3,17.97,stroking
2.4,17.99,stroking
2.5,17.99,stroking
2.6,18.02,stroking
2.7,17.99,stroking
2.8,17.99,stroking
2.9,17.99,stroking
3.0,17.97,stroking
3.1,17.94,stroking
3.2,17.92,stroking
3.3,17.87,stroking
3.4,17.85,stroking
3.5,17.82,stroking
3.6,17.8,stroking
3.7,17.77,stroking
3.8,17.75,stroking
3.9,17.72,stroking
4.0,17.7,stroking
4.1,17.68,stroking
4.2,17.68,stroking
4.3,17.65,stroking
4.4,17.65,stroking
4.5,17.6,stroking
4.6,17.6,stroking
4.7,17.58,stroking
4.8,17.58,stroking
4.9,17.63,stroking
5.0,17.68,stroking
5.1,17.77,stroking
5.2,17.9,stroking
5.3,17.99,stroking
5.4,18.14,stroking
5.5,18.26,stroking
5.6,18.36,stroking
5.7,18.43,stroking
5.8,18.48,stroking
5.9,18.48,stroking
6.0,18.43,stroking
6.1,18.38,stroking
6.2,18.33,stroking
6.3,18.24,stroking
6.4,18.16,stroking
6.5,18.09,stroking
6.6,18.04,stroking
6.7,17.97,stroking
6.8,17.92,stroking
6.9,17.87,stroking
7.0,17.85,stroking
7.1,17.77,stroking
7.2,17.77,stroking
7.3,17.72,stroking
7.4,17.7,stroking
7.5,17.7,stroking
7.6,17.72,stroking
7.7,17.77,stroking
7.8,17.85,stroking
7.9,17.94,stroking
8.0,18.07,stroking
8.1,18.26,stroking
8.2,18.43,stroking
8.3,18.6,stroking
8.4,18.77,stroking
8.5,18.9,stroking
8.6,19.04,stroking
8.7,19.14,stroking
8.8,19.24,stroking
8.9,19.29,stroking
9.0,19.36,stroking
9.1,19.38,stroking
9.2,19.43,stroking
9.3,19.43,stroking
9.4,19.43,stroking
9.5,19.43,stroking
