time_s,eda_uS,phase
-20.0,16.02,pre
-19.9,16.06,pre
-19.8,16.02,pre
-19.7,16.04,pre
-19.6,15.99,pre
-19.5,16.02,pre
-19.4,16.02,pre
-19.3,16.02,pre
-19.2,15.99,pre
-19.1,16.04,pre
-19.0,15.99,pre
-18.9,16.02,pre
-18.8,15.99,pre
-18.7,16.02,pre
-18.6,15.99,pre
-18.5,15.99,pre
-18.4,16.02,pre
-18.3,16.09,pre
-18.2,16.04,pre
-18.1,15.99,pre
-18.0,15.94,pre
-17.9,15.99,pre
-17.8,15.99,pre
-17.7,16.02,pre
-17.6,16.04,pre
-17.5,16.04,pre
-17.4,15.97,pre
-17.3,15.99,pre
-17.2,15.97,pre
-17.1,15.99,pre
-17.0,15.97,pre
-16.9,15.99,pre
-16.8,15.99,pre
-16.7,16.02,pre
-16.6,16.04,pre
-16.5,16.09,pre
-16.4,16.11,pre
-16.3,16.21,pre
-16.2,16.26,pre
-16.1,16.36,pre
-16.0,16.48,pre
-15.9,16.65,pre
-15.8,16.67,pre
-15.7,16.77,pre
-15.6,16.72,pre
-15.5,16.75,pre
-15.4,16.7,pre
-15.3,16.7,pre
-15.2,16.75,pre
-15.1,16.7,pre
-15.0,16.72,pre
-14.9,16.77,pre
-14.8,16.75,pre
-14.7,16.72,pre
-14.6,16.65,pre
-14.5,16.67,pre
-14.4,16.58,pre
-14.3,16.58,pre
-14.2,16.5,pre
-14.1,16.5,pre
-14.0,16.41,pre
-13.9,16.38,pre
-13.8,16.36,pre
-13.7,16.36,pre
-13.6,16.33,pre
-13.5,16.33,pre
-13.4,16.28,pre
-13.3,16.28,pre
-13.2,16.24,pre
-13.1,16.24,pre
-13.0,16.21,pre
-12.9,16.21,pre
-12.8,16.16,pre
-12.7,16.16,pre
-12.6,16.14,pre
-12.5,16.16,pre
-12.4,16.09,pre
-12.3,16.09,pre
-12.2,16.09,pre
-12.1,16.09,pre
-12.0,16.04,pre
-11.9,16.06,pre
-11.8,16.02,pre
-11.7,15.99,pre
-11.6,15.97,pre
-11.5,15.99,pre
-11.4,15.97,pre
-11.3,15.97,pre
-11.2,15.94,pre
-11.1,15.97,pre
-11.0,15.92,pre
-10.9,15.94,pre
-10.8,15.92,pre
-10.7,15.97,pre
-10.6,15.92,pre
-10.5,15.94,pre
-10.4,15.92,pre
-10.3,15.94,pre
-10.2,15.92,pre
-10.1,15.99,pre
-10.0,15.97,pre
-9.9,15.97,pre
-9.8,15.94,pre
-9.7,15.97,pre
-9.6,15.92,pre
-9.5,15.94,pre
-9.4,15.94,pre
-9.3,15.99,pre
-9.2,15.94,pre
-9.1,15.99,pre
-9.0,15.94,pre
-8.9,15.97,pre
-8.8,15.92,pre
-8.7,15.94,pre
-8.6,15.92,pre
-8.5,15.92,pre
-8.4,15.89,pre
-8.3,15.89,pre
-8.2,15.84,pre
-8.1,15.87,pre
-8.0,15.82,pre
-7.9,15.82,pre
-7.8,15.8,pre
-7.7,15.8,pre
-7.6,15.77,pre
-7.5,15.82,pre
-7.4,15.77,pre
-7.3,15.75,pre
-7.2,15.7,pre
-7.1,15.72,pre
-7.0,15.7,pre
-6.9,15.7,pre
-6.8,15.67,pre
-6.7,15.7,pre
-6.6,15.65,pre
-6.5,15.67,pre
-6.4,15.65,pre
-6.3,15.65,pre
-6.2,15.65,pre
-6.1,15.65,pre
-6.0,15.6,pre
-5.9,15.62,pre
-5.8,15.58,pre
-5.7,15.6,pre
-5.6,15.58,pre
-5.5,15.6,pre
-5.4,15.58,pre
-5.3,15.58,pre
-5.2,15.55,pre
-5.1,15.55,pre
-5.0,15.53,pre
-4.9,15.53,pre
-4.8,15.53,pre
-4.7,15.53,pre
-4.6,15.5,pre
-4.5,15.53,pre
-4.4,15.5,pre
-4.3,15.53,pre
-4.2,15.48,pre
-4.1,15.5,pre
-4.0,15.45,pre
-3.9,15.5,pre
-3.8,15.48,pre
-3.7,15.5,pre
-3.6,15.45,pre
-3.5,15.48,pre
-3.4,15.43,pre
-3.3,15.43,pre
-3.2,15.43,pre
-3.1,15.45,pre
-3.0,15.41,pre
-2.9,15.43,pre
-2.8,15.41,pre
-2.7,15.41,pre
-2.6,15.38,pre
-2.5,15.41,pre
-2.4,15.36,pre
-2.3,15.41,pre
-2.2,15.36,pre
-2.1,15.38,pre
-2.0,15.33,pre
-1.9,15.38,pre
-1.8,15.33,pre
-1.7,15.36,pre
-1.6,15.33,pre
-1.5,15.38,pre
-1.4,15.31,pre
-1.3,15.36,pre
-1.2,15.31,pre
-1.1,15.31,pre
-1.0,15.28,pre
-0.9,15.33,pre
-0.8,15.31,pre
