time_s,eda_uS,phase
-20.0,12.35,pre
-19.9,12.33,pre
-19.8,12.33,pre
-19.7,12.3,pre
-19.6,12.26,pre
-19.5,12.21,pre
-19.4,12.21,pre
-19.3,12.21,pre
-19.2,12.21,pre
-19.1,12.28,pre
-19.0,12.3,pre
-18.9,12.4,pre
-18.8,12.5,pre
-18.7,12.7,pre
-18.6,12.87,pre
-18.5,13.04,pre
-18.4,13.13,pre
-18.3,13.23,pre
-18.2,13.28,pre
-18.1,13.31,pre
-18.0,13.31,pre
-17.9,13.33,pre
-17.8,13.28,pre
-17.7,13.26,pre
-17.6,13.18,pre
-17.5,13.13,pre
-17.4,13.06,pre
-17.3,13.01,pre
-17.2,12.92,pre
-17.1,12.84,pre
-17.0,12.77,pre
-16.9,12.7,pre
-16.8,12.65,pre
-16.7,12.57,pre
-16.6,12.5,pre
-16.5,12.48,pre
-16.4,12.4,pre
-16.3,12.38,pre
-16.2,12.33,pre
-16.1,12.3,pre
-16.0,12.28,pre
-15.9,12.26,pre
-15.8,12.23,pre
-15.7,11.94,pre
-15.6,12.08,pre
-15.5,12.13,pre
-15.4,12.08,pre
-15.3,12.11,pre
-15.2,12.11,pre
-15.1,12.11,pre
-15.0,12.08,pre
-14.9,12.01,pre
-14.8,12.06,pre
-14.7,12.06,pre
-14.6,12.06,pre
-14.5,12.04,pre
-14.4,11.94,pre
-14.3,11.99,pre
-14.2,11.96,pre
-14.1,11.99,pre
-14.0,11.99,pre
-13.9,11.99,pre
-13.8,11.99,pre
-13.7,11.99,pre
-13.6,11.99,pre
-13.5,11.96,pre
-13.4,11.96,pre
-13.3,11.96,pre
-13.2,11.94,pre
-13.1,11.96,pre
-13.0,11.94,pre
-12.9,11.94,pre
-12.8,11.91,pre
-12.7,11.89,pre
-12.6,11.91,pre
-12.5,11.91,pre
-12.4,11.91,pre
-12.3,11.94,pre
-12.2,11.94,pre
-12.1,11.99,pre
-12.0,12.01,pre
-11.9,12.01,pre
-11.8,12.04,pre
-11.7,12.06,pre
-11.6,12.08,pre
-11.5,12.11,pre
-11.4,12.13,pre
-11.3,12.16,pre
-11.2,12.18,pre
-11.1,12.18,pre
-11.0,12.16,pre
-10.9,12.18,pre
-10.8,12.16,pre
-10.7,12.13,pre
-10.6,12.11,pre
