time_s,eda_uS,phase
-20.0,9.08,pre
-19.9,9.08,pre
-19.8,9.13,pre
-19.7,9.06,pre
-19.6,9.06,pre
-19.5,9.06,pre
-19.4,9.06,pre
-19.3,9.03,pre
-19.2,9.06,pre
-19.1,9.01,pre
-19.0,9.01,pre
-18.9,9.01,pre
-18.8,8.98,pre
-18.7,8.98,pre
-18.6,8.94,pre
-18.5,8.98,pre
-18.4,9.01,pre
-18.3,8.91,pre
-18.2,8.91,pre
-18.1,8.94,pre
-18.0,8.91,pre
-17.9,8.89,pre
-17.8,8.91,pre
-17.7,8.89,pre
-17.6,8.89,pre
-17.5,8.89,pre
-17.4,8.86,pre
-17.3,8.86,pre
-17.2,8.89,pre
-17.1,8.81,pre
-17.0,8.86,pre
-16.9,8.86,pre
-16.8,8.86,pre
-16.7,8.81,pre
-16.6,8.81,pre
-16.5,8.76,pre
-16.4,8.76,pre
-16.3,8.76,pre
-16.2,8.76,pre
-16.1,8.76,pre
-16.0,8.76,pre
-15.9,8.74,pre
-15.8,8.76,pre
-15.7,8.81,pre
-15.6,8.76,pre
-15.5,8.74,pre
-15.4,8.74,pre
-15.3,8.74,pre
-15.2,8.72,pre
-15.1,8.69,pre
-15.0,8.72,pre
-14.9,8.64,pre
-14.8,8.69,pre
-14.7,8.72,pre
-14.6,8.67,pre
-14.5,8.67,pre
-14.4,8.67,pre
-14.3,8.67,pre
-14.2,8.67,pre
-14.1,8.64,pre
-14.0,8.64,pre
-13.9,8.62,pre
-13.8,8.57,pre
-13.7,8.59,pre
-13.6,8.59,pre
-13.5,8.57,pre
-13.4,8.57,pre
-13.3,8.57,pre
-13.2,8.59,pre
-13.1,8.59,pre
-13.0,8.57,pre
-12.9,8.52,pre
-12.8,8.59,pre
-12.7,8.57,pre
-12.6,8.52,pre
-12.5,8.54,pre
-12.4,8.54,pre
-12.3,8.57,pre
-12.2,8.52,pre
-12.1,8.52,pre
-12.0,8.5,pre
-11.9,8.62,pre
-11.8,8.5,pre
-11.7,8.42,pre
-11.6,8.5,pre
-11.5,8.47,pre
-11.4,8.5,pre
-11.3,8.47,pre
-11.2,8.42,pre
-11.1,8.45,pre
-11.0,8.42,pre
-10.9,8.42,pre
-10.8,8.42,pre
-10.7,8.37,pre
-10.6,8.42,pre
-10.5,8.45,pre
-10.4,8.37,pre
-10.3,8.42,pre
-10.2,8.4,pre
-10.1,8.37,pre
-10.0,8.37,pre
-9.9,8.4,pre
-9.8,8.35,pre
-9.7,8.4,pre
-9.6,8.3,pre
-9.5,8.37,pre
-9.4,8.35,pre
-9.3,8.33,pre
-9.2,8.3,pre
-9.1,8.33,pre
-9.0,8.3,pre
-8.9,8.33,pre
-8.8,8.28,pre
-8.7,8.3,pre
-8.6,8.3,pre
-8.5,8.25,pre
-8.4,8.25,pre
-8.3,8.28,pre
-8.2,8.23,pre
-8.1,8.28,pre
-8.0,8.25,pre
-7.9,8.25,pre
-7.8,8.25,pre
-7.7,8.23,pre
-7.6,8.23,pre
-7.5,8.23,pre
-7.4,8.23,pre
-7.3,8.28,pre
-7.2,8.2,pre
-7.1,8.23,pre
-7.0,8.18,pre
-6.9,8.15,pre
-6.8,8.18,pre
-6.7,8.23,pre
-6.6,8.18,pre
-6.5,8.18,pre
-6.4,8.2,pre
-6.3,8.2,pre
-6.2,8.15,pre
-6.1,8.15,pre
-6.0,8.13,pre
-5.9,8.15,pre
-5.8,8.15,pre
-5.7,8.13,pre
-5.6,8.13,pre
-5.5,8.11,pre
-5.4,8.11,pre
-5.3,8.11,pre
-5.2,8.13,pre
-5.1,8.11,pre
-5.0,8.13,pre
-4.9,8.08,pre
-4.8,8.15,pre
-4.7,8.08,pre
-4.6,8.06,pre
-4.5,8.08,pre
-4.4,8.11,pre
-4.3,8.01,pre
-4.2,8.01,pre
-4.1,8.06,pre
-4.0,8.06,pre
-3.9,8.03,pre
-3.8,8.03,pre
-3.7,8.08,pre
-3.6,8.03,pre
-3.5,8.03,pre
-3.4,8.03,pre
-3.3,7.96,pre
-3.2,8.01,pre
-3.1,7.91,pre
-3.0,8.01,pre
-2.9,8.01,pre
-2.8,7.98,pre
-2.7,7.98,pre
-2.6,7.98,pre
-2.5,7.98,pre
-2.4,7.96,pre
-2.3,7.96,pre
-2.2,7.91,pre
-2.1,7.98,pre
-2.0,7.96,pre
-1.9,7.96,pre
-1.8,7.96,pre
-1.7,7.93,pre
-1.6,7.96,pre
-1.5,7.93,pre
-1.4,7.96,pre
-1.3,7.93,pre
-1.2,7.96,pre
-1.1,7.91,pre
-1.0,7.86,pre
-0.9,7.93,pre
-0.8,7.89,pre
-0.7,7.91,pre
-0.6,7.93,pre
-0.5,7.91,pre
-0.4,7.91,pre
-0.3,7.91,pre
-0.2,7.91,pre
-0.1,7.84,pre
0.0,7.76,stroking
0.1,7.86,stroking
0.2,7.86,stroking
0.3,7.86,stroking
0.4,7.86,stroking
0.5,7.86,stroking
0.6,7.86,stroking
0.7,7.84,stroking
0.8,7.86,stroking
0.9,7.86,stroking
1.0,7.81,stroking
1.1,7.84,stroking
1.2,7.81,stroking
1.3,7.79,stroking
1.4,7.81,stroking
1.5,7.74,stroking
1.6,7.79,stroking
1.7,7.81,stroking
1.8,7.81,stroking
1.9,7.76,stroking
2.0,7.84,stroking
2.1,7.79,stroking
2.2,7.79,stroking
2.3,7.76,stroking
2.4,7.79,stroking
2.5,7.76,stroking
2.6,7.76,stroking
2.7,7.76,stroking
2.8,7.74,stroking
2.9,7.74,stroking
3.0,7.69,stroking
3.1,7.76,stroking
3.2,7.71,stroking
3.3,7.74,stroking
3.4,7.79,stroking
3.5,7.71,stroking
3.6,7.69,stroking
3.7,7.71,stroking
3.8,7.64,stroking
3.9,7.71,stroking
4.0,7.67,stroking
4.1,7.64,stroking
4.2,7.69,stroking
4.3,7.69,stroking
4.4,7.67,stroking
4.5,7.67,stroking
4.6,7.67,stroking
4.7,7.64,stroking
4.8,7.64,stroking
4.9,7.71,stroking
5.0,7.64,stroking
5.1,7.64,stroking
5.2,7.64,stroking
5.3,7.76,stroking
5.4,7.62,stroking
5.5,7.69,stroking
5.6,7.62,stroking
5.7,7.62,stroking
5.8,7.62,stroking
5.9,7.62,stroking
6.0,7.59,stroking
6.1,7.62,stroking
6.2,7.62,stroking
6.3,7.59,stroking
6.4,7.62,stroking
6.5,7.59,stroking
6.6,7.59,stroking
6.7,7.59,stroking
6.8,7.57,stroking
6.9,7.59,stroking
7.0,7.57,stroking
7.1,7.57,stroking
7.2,7.57,stroking
7.3,7.57,stroking
7.4,7.57,stroking
7.5,7.57,stroking
7.6,7.54,stroking
7.7,7.52,stroking
7.8,7.52,stroking
7.9,7.59,stroking
8.0,7.57,stroking
8.1,7.52,stroking
8.2,7.5,stroking
8.3,7.47,stroking
8.4,7.52,stroking
8.5,7.5,stroking
8.6,7.5,stroking
8.7,7.5,stroking
8.8,7.5,stroking
8.9,7.47,stroking
9.0,7.5,stroking
9.1,7.47,stroking
9.2,7.45,stroking
9.3,7.45,stroking
9.4,7.47,stroking
9.5,7.45,stroking
9.6,7.42,stroking
9.7,7.45,stroking
9.8,7.45,stroking
9.9,7.42,stroking
10.0,7.42,stroking
10.1,7.4,stroking
10.2,7.4,stroking
10.3,7.37,stroking
10.4,7.45,stroking
10.5,7.3,stroking
10.6,7.4,stroking
10.7,7.4,stroking
10.8,7.4,stroking
10.9,7.47,stroking
11.0,7.37,stroking
11.1,7.4,stroking
11.2,7.37,stroking
11.3,7.37,stroking
11.4,7.35,stroking
11.5,7.35,stroking
11.6,7.35,stroking
11.7,7.35,stroking
11.8,7.35,stroking
11.9,7.32,stroking
12.0,7.35,stroking
12.1,7.32,stroking
12.2,7.32,stroking
12.3,7.32,stroking
12.4,7.25,stroking
12.5,7.25,stroking
12.6,7.3,stroking
12.7,7.32,stroking
12.8,7.32,stroking
12.9,7.3,stroking
13.0,7.3,stroking
13.1,7.28,stroking
13.2,7.28,stroking
13.3,7.28,stroking
13.4,7.28,stroking
13.5,7.25,stroking
13.6,7.25,stroking
13.7,7.25,stroking
13.8,7.23,stroking
13.9,7.25,stroking
14.0,7.25,stroking
14.1,7.23,stroking
14.2,7.2,stroking
14.3,7.2,stroking
14.4,7.2,stroking
14.5,7.18,stroking
14.6,7.2,stroking
14.7,7.15,stroking
14.8,7.2,stroking
14.9,7.18,stroking
15.0,7.18,stroking
15.1,7.15,stroking
15.2,7.2,stroking
15.3,7.15,stroking
15.4,7.13,stroking
15.5,7.15,stroking
15.6,7.15,stroking
15.7,7.15,stroking
15.8,7.08,stroking
15.9,7.13,stroking
16.0,7.15,stroking
16.1,7.13,stroking
16.2,7.13,stroking
16.3,7.1,stroking
16.4,7.1,stroking
16.5,7.1,stroking
16.6,7.08,stroking
16.7,7.1,stroking
16.8,7.15,stroking
16.9,7.1,stroking
17.0,7.06,stroking
17.1,7.08,stroking
17.2,7.08,stroking
17.3,7.13,stroking
17.4,7.06,stroking
17.5,7.06,stroking
17.6,7.08,stroking
17.7,7.06,stroking
17.8,7.06,stroking
17.9,7.03,stroking
18.0,7.01,stroking
18.1,7.01,stroking
18.2,7.03,stroking
18.3,7.01,stroking
18.4,7.06,stroking
18.5,7.01,stroking
18.6,7.01,stroking
18.7,7.01,stroking
18.8,7.06,stroking
18.9,6.93,stroking
19.0,6.96,stroking
19.1,6.98,stroking
19.2,6.93,stroking
19.3,7.01,stroking
19.4,6.96,stroking
19.5,7.03,stroking
19.6,6.93,stroking
19.7,6.93,stroking
19.8,6.93,stroking
19.9,6.91,stroking
20.0,6.93,stroking
20.1,6.93,stroking
20.2,6.91,stroking
20.3,6.86,stroking
20.4,6.91,stroking
20.5,6.88,stroking
20.6,6.88,stroking
20.7,6.88,stroking
20.8,6.84,stroking
20.9,6.88,stroking
21.0,6.93,stroking
21.1,6.86,stroking
21.2,6.84,stroking
21.3,6.86,stroking
21.4,6.88,stroking
21.5,6.84,stroking
21.6,6.81,stroking
21.7,6.84,stroking
21.8,6.86,stroking
21.9,6.81,stroking
22.0,6.84,stroking
22.1,6.81,stroking
22.2,6.74,stroking
22.3,6.81,stroking
22.4,6.79,stroking
22.5,6.76,stroking
22.6,6.79,stroking
22.7,6.79,stroking
22.8,6.74,stroking
22.9,6.76,stroking
23.0,6.74,stroking
23.1,6.69,stroking
23.2,6.71,stroking
23.3,6.67,stroking
23.4,6.71,stroking
23.5,6.69,stroking
23.6,6.69,stroking
23.7,6.67,stroking
23.8,6.69,stroking
23.9,6.69,stroking
24.0,6.69,stroking
24.1,6.71,stroking
24.2,6.67,stroking
24.3,6.67,stroking
24.4,6.64,stroking
24.5,6.64,stroking
24.6,6.62,stroking
24.7,6.64,stroking
24.8,6.62,stroking
24.9,6.62,stroking
25.0,6.59,stroking
25.1,6.62,stroking
25.2,6.67,stroking
25.3,6.62,stroking
25.4,6.59,stroking
25.5,6.59,stroking
25.6,6.59,stroking
25.7,6.57,stroking
