time_s,eda_uS,phase
-20.0,10.47,pre
-19.9,10.45,pre
-19.8,10.45,pre
-19.7,10.45,pre
-19.6,10.45,pre
-19.5,10.42,pre
-19.4,10.45,pre
-19.3,10.45,pre
-19.2,10.5,pre
-19.1,10.57,pre
-19.0,10.69,pre
-18.9,10.84,pre
-18.8,10.96,pre
-18.7,11.11,pre
-18.6,11.23,pre
-18.5,11.33,pre
-18.4,11.4,pre
-18.3,11.45,pre
-18.2,11.52,pre
-18.1,11.55,pre
-18.0,11.6,pre
-17.9,11.6,pre
-17.8,11.62,pre
-17.7,11.6,pre
-17.6,11.62,pre
-17.5,11.57,pre
-17.4,11.52,pre
-17.3,11.52,pre
-17.2,11.5,pre
-17.1,11.45,pre
-17.0,11.4,pre
-16.9,11.38,pre
-16.8,11.33,pre
-16.7,11.3,pre
-16.6,11.25,pre
-16.5,11.25,pre
-16.4,11.23,pre
-16.3,11.18,pre
-16.2,11.16,pre
-16.1,11.11,pre
-16.0,11.11,pre
-15.9,11.06,pre
-15.8,11.04,pre
-15.7,11.01,pre
-15.6,11.01,pre
-15.5,10.99,pre
-15.4,10.96,pre
-15.3,10.96,pre
-15.2,10.96,pre
-15.1,10.96,pre
-15.0,10.96,pre
-14.9,10.96,pre
-14.8,11.01,pre
-14.7,11.01,pre
-14.6,11.04,pre
-14.5,11.04,pre
-14.4,11.04,pre
-14.3,11.06,pre
-14.2,11.04,pre
-14.1,11.04,pre
-14.0,11.04,pre
-13.9,11.01,pre
-13.8,11.01,pre
-13.7,11.01,pre
-13.6,11.01,pre
-13.5,10.99,pre
-13.4,10.99,pre
-13.3,10.96,pre
-13.2,10.96,pre
-13.1,10.96,pre
-13.0,10.96,pre
-12.9,10.96,pre
-12.8,10.99,pre
-12.7,10.99,pre
-12.6,11.01,pre
-12.5,10.96,pre
-12.4,10.99,pre
-12.3,10.99,pre
-12.2,10.99,pre
-12.1,10.99,pre
-12.0,10.96,pre
-11.9,10.96,pre
-11.8,10.99,pre
-11.7,11.01,pre
-11.6,11.06,pre
-11.5,11.11,pre
-11.4,11.13,pre
-11.3,11.18,pre
-11.2,11.23,pre
-11.1,11.25,pre
-11.0,11.28,pre
-10.9,11.3,pre
-10.8,11.3,pre
-10.7,11.33,pre
-10.6,11.33,pre
-10.5,11.33,pre
-10.4,11.3,pre
-10.3,11.3,pre
-10.2,11.35,pre
-10.1,11.3,pre
-10.0,11.3,pre
-9.9,11.28,pre
-9.8,11.3,pre
-9.7,11.25,pre
-9.6,11.25,pre
-9.5,11.23,pre
-9.4,11.23,pre
-9.3,11.21,pre
-9.2,11.18,pre
-9.1,11.16,pre
-9.0,11.13,pre
-8.9,11.11,pre
-8.8,11.11,pre
-8.7,11.11,pre
-8.6,11.11,pre
-8.5,11.08,pre
-8.4,11.06,pre
-8.3,11.04,pre
-8.2,11.04,pre
-8.1,11.01,pre
-8.0,11.01,pre
-7.9,10.99,pre
-7.8,11.01,pre
-7.7,10.99,pre
-7.6,10.96,pre
-7.5,10.94,pre
-7.4,10.96,pre
-7.3,10.96,pre
-7.2,10.94,pre
-7.1,10.94,pre
-7.0,10.91,pre
-6.9,10.91,pre
-6.8,10.91,pre
-6.7,10.91,pre
-6.6,10.91,pre
-6.5,10.89,pre
-6.4,10.89,pre
-6.3,10.89,pre
-6.2,10.86,pre
-6.1,10.89,pre
-6.0,10.86,pre
-5.9,10.84,pre
-5.8,10.84,pre
-5.7,10.84,pre
-5.6,10.84,pre
-5.5,10.84,pre
-5.4,10.84,pre
-5.3,10.82,pre
-5.2,10.82,pre
-5.1,10.82,pre
-5.0,10.82,pre
-4.9,10.82,pre
-4.8,10.82,pre
-4.7,10.79,pre
-4.6,10.79,pre
-4.5,10.77,pre
-4.4,10.79,pre
-4.3,10.77,pre
-4.2,10.77,pre
-4.1,10.77,pre
-4.0,10.74,pre
-3.9,10.77,pre
-3.8,10.77,pre
-3.7,10.74,pre
-3.6,10.74,pre
-3.5,10.74,pre
-3.4,10.74,pre
-3.3,10.74,pre
-3.2,10.74,pre
-3.1,10.74,pre
-3.0,10.74,pre
-2.9,10.72,pre
-2.8,10.74,pre
-2.7,10.72,pre
-2.6,10.72,pre
-2.5,10.72,pre
-2.4,10.72,pre
-2.3,10.72,pre
-2.2,10.72,pre
-2.1,10.69,pre
-2.0,10.69,pre
-1.9,10.69,pre
-1.8,10.67,pre
-1.7,10.72,pre
-1.6,10.69,pre
-1.5,10.69,pre
-1.4,10.69,pre
-1.3,10.72,pre
-1.2,10.69,pre
-1.1,10.69,pre
-1.0,10.69,pre
-0.9,10.69,pre
-0.8,10.72,pre
-0.7,10.72,pre
-0.6,10.72,pre
-0.5,10.69,pre
-0.4,10.69,pre
-0.3,10.69,pre
-0.2,10.67,pre
-0.1,10.69,pre
0.0,10.69,stroking
0.1,10.67,stroking
0.2,10.67,stroking
0.3,10.64,stroking
0.4,10.64,stroking
0.5,10.64,stroking
0.6,10.64,stroking
0.7,10.62,stroking
0.8,10.62,stroking
0.9,10.62,stroking
1.0,10.62,stroking
1.1,10.62,stroking
1.2,10.62,stroking
1.3,10.6,stroking
1.4,10.62,stroking
1.5,10.6,stroking
1.6,10.6,stroking
1.7,10.57,stroking
1.8,10.6,stroking
1.9,10.6,stroking
2.0,10.57,stroking
2.1,10.6,stroking
2.2,10.6,stroking
2.3,10.6,stroking
2.4,10.62,stroking
2.5,10.57,stroking
2.6,10.6,stroking
2.7,10.6,stroking
2.8,10.6,stroking
2.9,10.6,stroking
3.0,10.6,stroking
3.1,10.57,stroking
3.2,10.57,stroking
3.3,10.55,stroking
3.4,10.55,stroking
3.5,10.52,stroking
3.6,10.52,stroking
3.7,10.5,stroking
3.8,10.5,stroking
3.9,10.47,stroking
4.0,10.47,stroking
4.1,10.47,stroking
4.2,10.47,stroking
4.3,10.45,stroking
4.4,10.45,stroking
4.5,10.42,stroking
4.6,10.45,stroking
4.7,10.38,stroking
4.8,10.4,stroking
4.9,10.38,stroking
5.0,10.4,stroking
5.1,10.38,stroking
5.2,10.38,stroking
5.3,10.35,stroking
5.4,10.35,stroking
5.5,10.33,stroking
5.6,10.33,stroking
5.7,10.33,stroking
5.8,10.33,stroking
5.9,10.33,stroking
6.0,10.33,stroking
6.1,10.3,stroking
6.2,10.3,stroking
6.3,10.3,stroking
6.4,10.28,stroking
6.5,10.3,stroking
6.6,10.28,stroking
6.7,10.28,stroking
6.8,10.28,stroking
6.9,10.23,stroking
7.0,10.25,stroking
7.1,10.23,stroking
7.2,10.23,stroking
7.3,10.23,stroking
7.4,10.23,stroking
7.5,10.23,stroking
7.6,10.23,stroking
7.7,10.23,stroking
7.8,10.23,stroking
7.9,10.23,stroking
8.0,10.23,stroking
8.1,10.21,stroking
8.2,10.21,stroking
8.3,10.21,stroking
8.4,10.21,stroking
8.5,10.18,stroking
8.6,10.18,stroking
8.7,10.21,stroking
8.8,10.16,stroking
8.9,10.18,stroking
9.0,10.18,stroking
9.1,10.18,stroking
9.2,10.16,stroking
9.3,10.16,stroking
9.4,10.16,stroking
9.5,10.13,stroking
9.6,10.13,stroking
9.7,10.13,stroking
9.8,10.16,stroking
9.9,10.13,stroking
10.0,10.13,stroking
10.1,10.13,stroking
10.2,10.13,stroking
10.3,10.13,stroking
10.4,10.13,stroking
10.5,10.13,stroking
10.6,10.16,stroking
10.7,10.13,stroking
10.8,10.13,stroking
10.9,10.13,stroking
11.0,10.13,stroking
11.1,10.13,stroking
11.2,10.16,stroking
11.3,10.13,stroking
11.4,10.13,stroking
11.5,10.13,stroking
11.6,10.13,stroking
11.7,10.13,stroking
11.8,10.13,stroking
11.9,10.13,stroking
12.0,10.13,stroking
12.1,10.13,stroking
12.2,10.13,stroking
12.3,10.13,stroking
12.4,10.13,stroking
12.5,10.13,stroking
12.6,10.13,stroking
12.7,10.11,stroking
12.8,10.11,stroking
12.9,10.11,stroking
13.0,10.13,stroking
13.1,10.11,stroking
13.2,10.08,stroking
13.3,10.11,stroking
13.4,10.11,stroking
13.5,10.08,stroking
13.6,10.08,stroking
13.7,10.11,stroking
13.8,10.11,stroking
13.9,10.08,stroking
14.0,10.08,stroking
14.1,10.08,stroking
14.2,10.08,stroking
14.3,10.08,stroking
14.4,10.08,stroking
14.5,10.08,stroking
14.6,10.06,stroking
14.7,10.06,stroking
14.8,10.06,stroking
14.9,10.06,stroking
15.0,10.06,stroking
15.1,10.03,stroking
15.2,10.08,stroking
15.3,10.06,stroking
15.4,10.01,stroking
15.5,10.03,stroking
15.6,10.03,stroking
15.7,10.03,stroking
15.8,10.03,stroking
15.9,10.03,stroking
16.0,10.03,stroking
16.1,10.01,stroking
16.2,10.03,stroking
16.3,9.99,stroking
16.4,9.99,stroking
16.5,9.99,stroking
16.6,9.99,stroking
16.7,9.99,stroking
16.8,9.99,stroking
16.9,9.96,stroking
17.0,9.96,stroking
17.1,9.96,stroking
17.2,9.96,stroking
17.3,9.94,stroking
17.4,9.94,stroking
17.5,9.94,stroking
17.6,9.91,stroking
17.7,9.89,stroking
17.8,9.91,stroking
