time_s,eda_uS,phase
-20.0,24.9,pre
-19.9,24.9,pre
-19.8,24.9,pre
-19.7,24.9,pre
-19.6,24.9,pre
-19.5,24.9,pre
-19.4,24.9,pre
-19.3,24.9,pre
-19.2,24.9,pre
-19.1,24.9,pre
-19.0,24.9,pre
-18.9,24.9,pre
-18.8,24.9,pre
-18.7,24.9,pre
-18.6,24.9,pre
-18.5,24.9,pre
-18.4,24.9,pre
-18.3,24.9,pre
-18.2,24.9,pre
-18.1,24.9,pre
-18.0,24.9,pre
-17.9,24.9,pre
-17.8,24.9,pre
-17.7,24.9,pre
-17.6,24.9,pre
-17.5,24.9,pre
-17.4,24.9,pre
-17.3,24.9,pre
-17.2,24.9,pre
-17.1,24.9,pre
-17.0,24.9,pre
-16.9,24.9,pre
-16.8,24.9,pre
-16.7,24.9,pre
-16.6,24.9,pre
-16.5,24.9,pre
-16.4,24.9,pre
-16.3,24.9,pre
-16.2,24.9,pre
-16.1,24.9,pre
-16.0,24.9,pre
-15.9,24.9,pre
-15.8,24.9,pre
-15.7,24.9,pre
-15.6,24.9,pre
-15.5,24.9,pre
-15.4,24.9,pre
-15.3,24.9,pre
-15.2,24.9,pre
-15.1,24.9,pre
-15.0,24.9,pre
-14.9,24.9,pre
-14.8,24.9,pre
-14.7,24.9,pre
-14.6,24.9,pre
-14.5,24.9,pre
-14.4,24.9,pre
-14.3,24.9,pre
-14.2,24.9,pre
-14.1,24.9,pre
-14.0,24.9,pre
-13.9,24.9,pre
-13.8,24.9,pre
-13.7,24.9,pre
-13.6,24.9,pre
-13.5,24.88,pre
-13.4,24.85,pre
-13.3,24.8,pre
-13.2,24.73,pre
-13.1,24.66,pre
-13.0,24.63,pre
-12.9,24.61,pre
-12.8,24.51,pre
-12.7,24.51,pre
-12.6,24.51,pre
-12.5,24.54,pre
-12.4,24.61,pre
-12.3,24.66,pre
-12.2,24.78,pre
-12.1,24.8,pre
-12.0,24.8,pre
-11.9,24.8,pre
-11.8,24.73,pre
-11.7,24.58,pre
-11.6,24.41,pre
-11.5,24.27,pre
-11.4,24.07,pre
-11.3,23.85,pre
-11.2,23.63,pre
-11.1,23.44,pre
-11.0,23.19,pre
-10.9,22.95,pre
-10.8,22.71,pre
-10.7,22.46,pre
-10.6,22.29,pre
-10.5,22.09,pre
-10.4,21.9,pre
-10.3,21.73,pre
-10.2,21.56,pre
-10.1,21.44,pre
-10.0,21.26,pre
-9.9,21.12,pre
-9.8,21.02,pre
-9.7,20.92,pre
-9.6,20.8,pre
-9.5,20.73,pre
-9.4,20.65,pre
-9.3,20.58,pre
-9.2,20.53,pre
-9.1,20.48,pre
-9.0,20.48,pre
-8.9,20.41,pre
-8.8,20.39,pre
-8.7,20.36,pre
-8.6,20.31,pre
-8.5,20.26,pre
-8.4,20.26,pre
-8.3,20.21,pre
-8.2,20.17,pre
-8.1,20.17,pre
-8.0,20.12,pre
-7.9,20.12,pre
-7.8,20.09,pre
-7.7,20.04,pre
-7.6,20.04,pre
-7.5,20.0,pre
-7.4,19.97,pre
-7.3,19.95,pre
-7.2,19.92,pre
-7.1,19.9,pre
-7.0,19.85,pre
-6.9,19.82,pre
-6.8,19.82,pre
-6.7,19.82,pre
-6.6,19.78,pre
-6.5,19.75,pre
-6.4,19.7,pre
-6.3,19.7,pre
-6.2,19.7,pre
-6.1,19.68,pre
-6.0,19.7,pre
-5.9,19.68,pre
-5.8,19.7,pre
-5.7,19.78,pre
-5.6,19.87,pre
-5.5,20.0,pre
-5.4,20.21,pre
-5.3,20.46,pre
-5.2,20.7,pre
-5.1,20.87,pre
-5.0,21.0,pre
-4.9,21.04,pre
-4.8,21.09,pre
-4.7,21.02,pre
-4.6,20.97,pre
-4.5,20.85,pre
-4.4,20.75,pre
-4.3,20.68,pre
-4.2,20.53,pre
-4.1,20.46,pre
-4.0,20.34,pre
-3.9,20.21,pre
-3.8,20.07,pre
-3.7,20.02,pre
-3.6,19.9,pre
-3.5,19.82,pre
-3.4,19.78,pre
-3.3,19.75,pre
-3.2,19.75,pre
-3.1,19.82,pre
-3.0,19.92,pre
-2.9,20.04,pre
-2.8,20.17,pre
-2.7,20.26,pre
-2.6,20.36,pre
-2.5,20.41,pre
-2.4,20.48,pre
-2.3,20.53,pre
-2.2,20.53,pre
-2.1,20.53,pre
-2.0,20.53,pre
-1.9,20.53,pre
-1.8,20.53,pre
-1.7,20.51,pre
-1.6,20.48,pre
-1.5,20.41,pre
-1.4,20.41,pre
-1.3,20.39,pre
-1.2,20.39,pre
-1.1,20.36,pre
-1.0,20.34,pre
-0.9,20.34,pre
-0.8,20.34,pre
-0.7,20.34,pre
-0.6,20.34,pre
-0.5,20.34,pre
-0.4,20.36,pre
-0.3,20.36,pre
-0.2,20.34,pre
-0.1,20.34,pre
0.0,20.39,stroking
0.1,20.39,stroking
0.2,20.39,stroking
0.3,20.41,stroking
0.4,20.41,stroking
0.5,20.46,stroking
0.6,20.51,stroking
0.7,20.51,stroking
0.8,20.68,stroking
0.9,20.9,stroking
1.0,21.17,stroking
1.1,21.46,stroking
1.2,21.75,stroking
1.3,22.0,stroking
1.4,22.17,stroking
1.5,22.27,stroking
1.6,22.31,stroking
1.7,22.29,stroking
1.8,22.29,stroking
1.9,22.24,stroking
2.0,22.22,stroking
2.1,22.14,stroking
2.2,22.09,stroking
2.3,22.0,stroking
2.4,21.9,stroking
2.5,21.83,stroking
2.6,21.75,stroking
2.7,21.68,stroking
2.8,21.63,stroking
2.9,21.56,stroking
3.0,21.63,stroking
3.1,21.73,stroking
3.2,21.87,stroking
3.3,22.0,stroking
3.4,22.12,stroking
3.5,22.19,stroking
3.6,22.24,stroking
3.7,22.27,stroking
3.8,22.31,stroking
3.9,22.29,stroking
4.0,22.27,stroking
4.1,22.24,stroking
4.2,22.22,stroking
4.3,22.14,stroking
4.4,22.07,stroking
4.5,22.0,stroking
4.6,21.92,stroking
4.7,21.87,stroking
4.8,21.78,stroking
4.9,21.73,stroking
5.0,21.7,stroking
