time_s,eda_uS,phase
-20.0,7.37,pre
-19.9,7.32,pre
-19.8,7.32,pre
-19.7,7.3,pre
-19.6,7.32,pre
-19.5,7.32,pre
-19.4,7.3,pre
-19.3,7.3,pre
-19.2,7.28,pre
-19.1,7.3,pre
-19.0,7.3,pre
-18.9,7.28,pre
-18.8,7.28,pre
-18.7,7.25,pre
-18.6,7.28,pre
-18.5,7.25,pre
-18.4,7.28,pre
-18.3,7.25,pre
-18.2,7.25,pre
-18.1,7.25,pre
-18.0,7.25,pre
-17.9,7.2,pre
-17.8,7.2,pre
-17.7,7.2,pre
-17.6,7.2,pre
-17.5,7.2,pre
-17.4,7.2,pre
-17.3,7.2,pre
-17.2,7.2,pre
-17.1,7.2,pre
-17.0,7.2,pre
-16.9,7.2,pre
-16.8,7.2,pre
-16.7,7.2,pre
-16.6,7.2,pre
-16.5,7.2,pre
-16.4,7.18,pre
-16.3,7.15,pre
-16.2,7.18,pre
-16.1,7.18,pre
-16.0,7.13,pre
-15.9,7.15,pre
-15.8,7.15,pre
-15.7,7.1,pre
-15.6,7.13,pre
-15.5,7.13,pre
-15.4,7.13,pre
-15.3,7.1,pre
-15.2,7.13,pre
-15.1,7.1,pre
-15.0,7.1,pre
-14.9,7.1,pre
-14.8,7.1,pre
-14.7,7.08,pre
-14.6,7.13,pre
-14.5,7.1,pre
-14.4,7.1,pre
-14.3,7.1,pre
-14.2,7.13,pre
-14.1,7.1,pre
-14.0,7.1,pre
-13.9,7.1,pre
-13.8,7.1,pre
-13.7,7.13,pre
-13.6,7.13,pre
-13.5,7.15,pre
-13.4,7.15,pre
-13.3,7.15,pre
-13.2,7.2,pre
-13.1,7.18,pre
-13.0,7.2,pre
-12.9,7.2,pre
-12.8,7.2,pre
-12.7,7.2,pre
-12.6,7.23,pre
-12.5,7.23,pre
-12.4,7.23,pre
-12.3,7.25,pre
-12.2,7.23,pre
-12.1,7.28,pre
-12.0,7.25,pre
-11.9,7.28,pre
-11.8,7.28,pre
-11.7,7.25,pre
-11.6,7.28,pre
-11.5,7.32,pre
-11.4,7.3,pre
-11.3,7.28,pre
-11.2,7.3,pre
-11.1,7.32,pre
-11.0,7.32,pre
-10.9,7.32,pre
-10.8,7.32,pre
-10.7,7.32,pre
-10.6,7.32,pre
-10.5,7.35,pre
-10.4,7.35,pre
-10.3,7.35,pre
-10.2,7.35,pre
-10.1,7.35,pre
-10.0,7.35,pre
-9.9,7.32,pre
-9.8,7.35,pre
-9.7,7.32,pre
-9.6,7.35,pre
-9.5,7.32,pre
-9.4,7.3,pre
-9.3,7.32,pre
-9.2,7.32,pre
-9.1,7.32,pre
-9.0,7.32,pre
-8.9,7.32,pre
-8.8,7.32,pre
-8.7,7.35,pre
-8.6,7.32,pre
-8.5,7.35,pre
-8.4,7.35,pre
-8.3,7.37,pre
-8.2,7.42,pre
-8.1,7.45,pre
-8.0,7.47,pre
-7.9,7.52,pre
-7.8,7.57,pre
-7.7,7.62,pre
-7.6,7.69,pre
-7.5,7.71,pre
-7.4,7.76,pre
-7.3,7.81,pre
-7.2,7.86,pre
-7.1,7.91,pre
-7.0,7.96,pre
-6.9,7.98,pre
-6.8,8.06,pre
-6.7,8.08,pre
-6.6,8.13,pre
-6.5,8.18,pre
-6.4,8.2,pre
-6.3,8.25,pre
-6.2,8.3,pre
-6.1,8.3,pre
-6.0,8.35,pre
-5.9,8.35,pre
-5.8,8.4,pre
-5.7,8.4,pre
-5.6,8.4,pre
-5.5,8.42,pre
-5.4,8.45,pre
-5.3,8.42,pre
-5.2,8.5,pre
-5.1,8.5,pre
-5.0,8.52,pre
-4.9,8.52,pre
-4.8,8.54,pre
-4.7,8.57,pre
-4.6,8.59,pre
-4.5,8.62,pre
-4.4,8.67,pre
-4.3,8.69,pre
-4.2,8.72,pre
-4.1,8.76,pre
-4.0,8.81,pre
-3.9,8.86,pre
-3.8,8.89,pre
-3.7,8.91,pre
-3.6,8.98,pre
-3.5,9.03,pre
-3.4,9.08,pre
-3.3,9.16,pre
-3.2,9.2,pre
-3.1,9.23,pre
-3.0,9.33,pre
-2.9,9.37,pre
-2.8,9.4,pre
-2.7,9.45,pre
-2.6,9.52,pre
-2.5,9.57,pre
-2.4,9.62,pre
-2.3,9.67,pre
-2.2,9.72,pre
-2.1,9.77,pre
-2.0,9.79,pre
-1.9,9.81,pre
-1.8,9.89,pre
-1.7,9.91,pre
-1.6,9.96,pre
-1.5,9.96,pre
-1.4,10.03,pre
-1.3,10.08,pre
-1.2,10.08,pre
-1.1,10.11,pre
-1.0,10.18,pre
-0.9,10.16,pre
-0.8,10.21,pre
-0.7,10.23,pre
-0.6,10.25,pre
-0.5,10.25,pre
-0.4,10.3,pre
-0.3,10.3,pre
-0.2,10.33,pre
-0.1,10.35,pre
0.0,10.35,stroking
0.1,10.38,stroking
0.2,10.4,stroking
0.3,10.4,stroking
0.4,10.42,stroking
0.5,10.45,stroking
0.6,10.45,stroking
0.7,10.45,stroking
0.8,10.47,stroking
0.9,10.47,stroking
1.0,10.5,stroking
1.1,10.52,stroking
1.2,10.52,stroking
1.3,10.55,stroking
1.4,10.55,stroking
1.5,10.55,stroking
1.6,10.57,stroking
1.7,10.57,stroking
1.8,10.6,stroking
1.9,10.6,stroking
2.0,10.6,stroking
2.1,10.64,stroking
2.2,10.67,stroking
2.3,10.67,stroking
2.4,10.72,stroking
2.5,10.74,stroking
2.6,10.77,stroking
2.7,10.82,stroking
2.8,10.86,stroking
2.9,10.91,stroking
3.0,10.94,stroking
3.1,11.01,stroking
3.2,11.04,stroking
3.3,11.11,stroking
3.4,11.18,stroking
3.5,11.23,stroking
3.6,11.28,stroking
3.7,11.33,stroking
3.8,11.4,stroking
3.9,11.45,stroking
4.0,11.5,stroking
4.1,11.52,stroking
4.2,11.57,stroking
4.3,11.62,stroking
4.4,11.67,stroking
4.5,11.67,stroking
4.6,11.72,stroking
4.7,11.74,stroking
4.8,11.77,stroking
4.9,11.79,stroking
5.0,11.82,stroking
5.1,11.84,stroking
5.2,11.87,stroking
5.3,11.89,stroking
5.4,11.87,stroking
5.5,11.89,stroking
5.6,11.91,stroking
5.7,11.91,stroking
5.8,11.96,stroking
5.9,11.94,stroking
6.0,11.99,stroking
6.1,11.99,stroking
6.2,12.01,stroking
6.3,12.01,stroking
6.4,12.04,stroking
6.5,12.04,stroking
6.6,12.04,stroking
6.7,12.04,stroking
6.8,12.06,stroking
6.9,12.08,stroking
7.0,12.08,stroking
7.1,12.11,stroking
7.2,12.11,stroking
7.3,12.13,stroking
7.4,12.16,stroking
7.5,12.18,stroking
7.6,12.18,stroking
7.7,12.21,stroking
7.8,12.26,stroking
7.9,12.28,stroking
8.0,12.3,stroking
8.1,12.3,stroking
8.2,12.33,stroking
8.3,12.35,stroking
8.4,12.35,stroking
8.5,12.4,stroking
8.6,12.38,stroking
8.7,12.4,stroking
8.8,12.4,stroking
8.9,12.38,stroking
9.0,12.4,stroking
9.1,12.4,stroking
9.2,12.4,stroking
9.3,12.4,stroking
9.4,12.4,stroking
9.5,12.38,stroking
9.6,12.4,stroking
9.7,12.4,stroking
9.8,12.4,stroking
9.9,12.38,stroking
10.0,12.38,stroking
10.1,12.35,stroking
10.2,12.33,stroking
10.3,12.35,stroking
10.4,12.35,stroking
10.5,12.33,stroking
10.6,12.33,stroking
10.7,12.33,stroking
10.8,12.33,stroking
10.9,12.33,stroking
11.0,12.33,stroking
11.1,12.3,stroking
11.2,12.3,stroking
11.3,12.3,stroking
11.4,12.3,stroking
11.5,12.3,stroking
11.6,12.33,stroking
11.7,12.28,stroking
11.8,12.3,stroking
11.9,12.28,stroking
12.0,12.3,stroking
12.1,12.3,stroking
12.2,12.3,stroking
