participant,direction,control,cycle,stroke,time_ms,force_g,pos_y_m,pos_x_m,angle_deg,speed_cms,time_s,force_N,pos_y_cm,pos_x_cm,label_moving,label_steady
S14,parallel,ff_pid,1,s,67642,40.88,0.0000,0.0000,0.00,0.015,0.0,0.40103,0.0,0.0,0,0
S14,parallel,ff_pid,1,s,67742,40.92,0.0000,0.0000,0.19,0.600,0.1,0.40143,0.0,0.0,0,0
S14,parallel,ff_pid,1,f,67843,41.07,0.0018,0.0000,0.69,2.319,0.201,0.4029,0.18,0.0,1,0
S14,parallel,ff_pid,1,f,67943,41.29,0.0046,0.0000,0.80,2.778,0.301,0.40505,0.46,0.0,1,1
S14,parallel,ff_pid,1,f,68044,41.64,0.0073,0.0000,0.87,2.626,0.402,0.40849,0.73,0.0,1,1
S14,parallel,ff_pid,1,f,68161,42.36,0.0107,0.0000,1.10,2.838,0.519,0.41555,1.07,0.0,1,1
S14,parallel,ff_pid,1,f,68328,44.90,0.0150,0.0000,0.83,2.658,0.686,0.44047,1.5,0.0,1,1
S14,parallel,ff_pid,1,f,68434,46.29,0.0180,0.0000,0.90,3.052,0.792,0.4541,1.8,0.0,1,1
S14,parallel,ff_pid,1,f,68534,46.29,0.0208,0.0000,0.80,2.901,0.892,0.4541,2.08,0.0,1,1
S14,parallel,ff_pid,1,f,68634,48.67,0.0232,0.0000,0.75,2.838,0.992,0.47745,2.32,0.0,1,1
S14,parallel,ff_pid,1,f,68735,49.15,0.0256,0.0000,0.70,2.808,1.093,0.48216,2.56,0.0,1,1
S14,parallel,ff_pid,1,f,68835,49.30,0.0284,0.0000,0.74,2.809,1.193,0.48363,2.84,0.0,1,1
S14,parallel,ff_pid,1,f,68938,49.37,0.0308,0.0000,0.74,2.731,1.296,0.48432,3.08,0.0,1,1
S14,parallel,ff_pid,1,f,69100,49.41,0.0348,0.0000,0.72,2.777,1.458,0.48471,3.48,0.0,1,1
