participant,direction,control,cycle,stroke,time_ms,force_g,pos_y_m,pos_x_m,angle_deg,speed_cms,time_s,force_N,pos_y_cm,pos_x_cm,label_moving,label_steady
S18,parallel,ff_pid,1,s,49176,39.99,0.0000,0.0000,0.04,0.063,0.0,0.3923,0.0,0.0,0,0
S18,parallel,ff_pid,1,s,49277,39.71,0.0000,0.0000,0.20,0.878,0.101,0.38956,0.0,0.0,0,0
S18,parallel,ff_pid,1,f,49377,39.49,0.0021,0.0000,0.32,2.670,0.201,0.3874,0.21,0.0,1,0
S18,parallel,ff_pid,1,f,49477,39.25,0.0052,0.0000,0.40,2.930,0.301,0.38504,0.52,0.0,1,1
S18,parallel,ff_pid,1,f,49578,39.13,0.0079,0.0000,0.51,2.900,0.402,0.38387,0.79,0.0,1,1
S18,parallel,ff_pid,1,f,49679,39.47,0.0107,0.0000,0.47,2.976,0.503,0.3872,1.07,0.0,1,1
S18,parallel,ff_pid,1,f,49783,40.01,0.0137,0.0000,0.40,2.945,0.607,0.3925,1.37,0.0,1,1
S18,parallel,ff_pid,1,f,49886,42.00,0.0165,0.0000,0.57,3.022,0.71,0.41202,1.65,0.0,1,1
S18,parallel,ff_pid,1,f,49990,43.27,0.0192,0.0000,0.48,2.930,0.814,0.42448,1.92,0.0,1,1
S18,parallel,ff_pid,1,f,50094,44.29,0.0223,0.0000,0.41,3.067,0.918,0.43448,2.23,0.0,1,1
S18,parallel,ff_pid,1,f,50198,45.24,0.0250,0.0000,0.36,3.007,1.022,0.4438,2.5,0.0,1,1
S18,parallel,ff_pid,1,f,50302,46.06,0.0278,0.0000,0.35,2.853,1.126,0.45185,2.78,0.0,1,1
S18,parallel,ff_pid,1,f,50406,47.55,0.0305,0.0000,0.36,3.007,1.23,0.46647,3.05,0.0,1,1
S18,parallel,ff_pid,1,f,50510,48.31,0.0330,0.0000,0.35,2.901,1.334,0.47392,3.3,0.0,1,1
S18,parallel,ff_pid,1,f,50621,49.04,0.0360,0.0000,0.31,3.068,1.445,0.48108,3.6,0.0,1,1
S18,parallel,ff_pid,1,f,50721,49.74,0.0385,0.0000,0.27,2.991,1.545,0.48795,3.85,0.0,1,1
S18,parallel,ff_pid,1,f,50821,50.48,0.0409,0.0000,0.21,3.021,1.645,0.49521,4.09,0.0,1,1
S18,parallel,ff_pid,1,f,50956,50.30,0.0443,0.0000,0.19,2.976,1.78,0.49344,4.43,0.0,1,1
S18,parallel,ff_pid,1,f,51056,49.83,0.0470,0.0000,0.15,3.021,1.88,0.48883,4.7,0.0,1,1
S18,parallel,ff_pid,1,f,51207,49.38,0.0507,0.0000,0.08,3.067,2.031,0.48442,5.07,0.0,1,1
S18,parallel,ff_pid,1,f,51307,48.75,0.0531,0.0000,0.01,3.024,2.131,0.47824,5.31,0.0,1,1
S18,parallel,ff_pid,1,f,51407,47.97,0.0555,0.0000,0.04,3.115,2.231,0.47059,5.55,0.0,1,1
S18,parallel,ff_pid,1,f,51508,47.89,0.0580,0.0003,0.12,3.098,2.332,0.4698,5.8,0.03,1,1
S18,parallel,ff_pid,1,f,51645,47.82,0.0613,0.0003,0.17,3.205,2.469,0.46911,6.13,0.03,1,1
S18,parallel,ff_pid,1,f,51745,47.58,0.0638,0.0003,0.21,3.114,2.569,0.46676,6.38,0.03,1,1
S18,parallel,ff_pid,1,f,51845,47.38,0.0659,0.0006,0.26,3.070,2.669,0.4648,6.59,0.06,1,1
S18,parallel,ff_pid,1,f,51946,47.15,0.0684,0.0006,0.29,3.129,2.77,0.46254,6.84,0.06,1,1
S18,parallel,ff_pid,1,f,52146,47.08,0.0729,0.0006,0.24,3.177,2.97,0.46185,7.29,0.06,1,1
S18,parallel,ff_pid,1,f,52246,47.21,0.0754,0.0006,0.20,3.102,3.07,0.46313,7.54,0.06,1,1
S18,parallel,ff_pid,1,f,52346,47.38,0.0775,0.0006,0.15,3.175,3.17,0.4648,7.75,0.06,1,1
S18,parallel,ff_pid,1,f,52446,47.54,0.0800,0.0006,0.12,3.114,3.27,0.46637,8.0,0.06,1,1
S18,parallel,ff_pid,1,f,52548,47.65,0.0824,0.0006,0.08,3.131,3.372,0.46745,8.24,0.06,1,1
S18,parallel,ff_pid,1,f,52650,47.65,0.0851,0.0006,0.00,3.088,3.474,0.46745,8.51,0.06,1,1
S18,parallel,ff_pid,1,f,52753,47.46,0.0876,0.0006,0.00,2.998,3.577,0.46558,8.76,0.06,1,1
S18,parallel,ff_pid,1,f,52857,47.34,0.0903,0.0006,-0.01,3.151,3.681,0.46441,9.03,0.06,1,1
S18,parallel,ff_pid,1,f,52959,47.25,0.0931,0.0006,-0.07,3.069,3.783,0.46352,9.31,0.06,1,1
S18,parallel,ff_pid,1,f,53062,47.13,0.0958,0.0009,0.04,2.954,3.886,0.46235,9.58,0.09,1,1
S18,parallel,ff_pid,1,f,53166,46.97,0.0986,0.0009,0.07,2.890,3.99,0.46078,9.86,0.09,1,1
S18,parallel,ff_pid,1,f,53270,46.87,0.1013,0.0009,0.04,2.850,4.094,0.45979,10.13,0.09,1,1
S18,parallel,ff_pid,1,f,53432,46.92,0.1056,0.0009,-0.09,2.822,4.256,0.46029,10.56,0.09,1,1
S18,parallel,ff_pid,1,f,53532,47.11,0.1080,0.0009,-0.06,2.880,4.356,0.46215,10.8,0.09,1,1
S18,parallel,ff_pid,1,f,53663,47.80,0.1114,0.0009,-0.08,2.918,4.487,0.46892,11.14,0.09,1,1
S18,parallel,ff_pid,1,f,53763,48.09,0.1138,0.0012,-0.04,2.924,4.587,0.47176,11.38,0.12,1,1
S18,parallel,ff_pid,1,f,53863,48.34,0.1163,0.0012,-0.07,2.933,4.687,0.47422,11.63,0.12,1,1
S18,parallel,ff_pid,1,f,53963,48.71,0.1187,0.0012,-0.07,2.987,4.787,0.47785,11.87,0.12,1,0
S18,parallel,ff_pid,1,s,54066,48.82,0.1205,0.0012,-0.08,0.810,4.89,0.47892,12.05,0.12,0,0
S18,parallel,ff_pid,1,s,54169,48.98,0.1205,0.0012,-0.08,0.820,4.993,0.48049,12.05,0.12,0,0
S18,parallel,ff_pid,1,s,54271,48.93,0.1205,0.0012,-0.08,0.809,5.095,0.48,12.05,0.12,0,0
S18,parallel,ff_pid,1,s,54374,48.61,0.1205,0.0012,-0.08,0.800,5.198,0.47686,12.05,0.12,0,0
S18,parallel,ff_pid,1,s,54476,48.26,0.1205,0.0012,-0.08,0.788,5.3,0.47343,12.05,0.12,0,0
S18,parallel,ff_pid,1,s,54580,47.37,0.1205,0.0012,-0.08,0.767,5.404,0.4647,12.05,0.12,0,0
S18,parallel,ff_pid,1,b,54684,47.07,0.1199,0.0015,-0.08,1.565,5.508,0.46176,11.99,0.15,1,0
S18,parallel,ff_pid,1,b,54785,46.69,0.1172,0.0012,-0.27,2.675,5.609,0.45803,11.72,0.12,1,1
S18,parallel,ff_pid,1,b,54886,45.28,0.1144,0.0009,-0.42,2.709,5.71,0.4442,11.44,0.09,1,1
S18,parallel,ff_pid,1,b,55007,42.67,0.1105,0.0009,-0.58,2.702,5.831,0.41859,11.05,0.09,1,1
S18,parallel,ff_pid,1,b,55107,39.23,0.1077,0.0009,-0.71,2.556,5.931,0.38485,10.77,0.09,1,1
S18,parallel,ff_pid,1,b,55207,35.51,0.1047,0.0009,-0.72,2.679,6.031,0.34835,10.47,0.09,1,1
S18,parallel,ff_pid,1,b,55404,29.89,0.0989,0.0006,-0.75,2.775,6.228,0.29322,9.89,0.06,1,1
