participant,direction,control,cycle,stroke,time_ms,force_g,pos_y_m,pos_x_m,angle_deg,speed_cms,time_s,force_N,pos_y_cm,pos_x_cm,label_moving,label_steady
S13,parallel,ff_pid,1,f,104158,38.74,0.0000,0.0000,0.01,0.022,0.0,0.38004,0.0,0.0,1,0
S13,parallel,ff_pid,1,f,104259,38.68,0.0003,0.0000,0.07,0.916,0.101,0.37945,0.03,0.0,1,1
S13,parallel,ff_pid,1,f,104360,38.64,0.0024,0.0000,0.37,2.518,0.202,0.37906,0.24,0.0,1,1
S13,parallel,ff_pid,1,f,104461,38.58,0.0052,0.0000,0.55,2.793,0.303,0.37847,0.52,0.0,1,1
S13,parallel,ff_pid,1,f,104561,39.06,0.0079,0.0000,0.66,2.792,0.403,0.38318,0.79,0.0,1,1
S13,parallel,ff_pid,1,f,104670,40.09,0.0110,0.0000,0.69,2.915,0.512,0.39328,1.1,0.0,1,1
S13,parallel,ff_pid,1,f,104823,43.07,0.0150,0.0000,0.67,2.854,0.665,0.42252,1.5,0.0,1,1
S13,parallel,ff_pid,1,f,104990,46.16,0.0195,0.0000,0.57,2.793,0.832,0.45283,1.95,0.0,1,1
S13,parallel,ff_pid,1,f,105091,47.10,0.0223,0.0000,0.48,2.960,0.933,0.46205,2.23,0.0,1,1
S13,parallel,ff_pid,1,f,105191,47.63,0.0253,0.0000,0.42,3.086,1.033,0.46725,2.53,0.0,1,1
S13,parallel,ff_pid,1,f,105291,48.03,0.0278,0.0000,0.28,2.930,1.133,0.47117,2.78,0.0,1,1
S13,parallel,ff_pid,1,f,105391,48.65,0.0305,0.0000,0.27,2.915,1.233,0.47726,3.05,0.0,1,1
S13,parallel,ff_pid,1,f,105495,48.92,0.0333,0.0000,0.26,2.977,1.337,0.47991,3.33,0.0,1,1
S13,parallel,ff_pid,1,f,105597,49.23,0.0360,0.0000,0.26,3.037,1.439,0.48295,3.6,0.0,1,1
S13,parallel,ff_pid,1,f,105700,49.47,0.0388,0.0003,0.26,3.006,1.542,0.4853,3.88,0.03,1,1
S13,parallel,ff_pid,1,f,105882,49.51,0.0433,0.0003,0.25,3.037,1.724,0.48569,4.33,0.03,1,1
