participant,direction,control,cycle,stroke,time_ms,force_g,pos_y_m,pos_x_m,angle_deg,speed_cms,time_s,force_N,pos_y_cm,pos_x_cm,label_moving,label_steady
S05,parallel,ff_pid,1,s,72649,40.48,0.0000,0.0000,0.01,0.034,0.0,0.39711,0.0,0.0,0,0
S05,parallel,ff_pid,1,s,72750,40.51,0.0000,0.0000,0.18,1.420,0.101,0.3974,0.0,0.0,0,0
S05,parallel,ff_pid,1,f,72851,40.49,0.0021,0.0000,0.46,2.488,0.202,0.39721,0.21,0.0,1,0
S05,parallel,ff_pid,1,f,72951,40.27,0.0052,0.0000,0.55,2.899,0.302,0.39505,0.52,0.0,1,1
S05,parallel,ff_pid,1,f,73051,40.39,0.0079,0.0000,0.54,2.930,0.402,0.39623,0.79,0.0,1,1
S05,parallel,ff_pid,1,f,73151,41.40,0.0107,0.0000,0.53,2.914,0.502,0.40613,1.07,0.0,1,1
S05,parallel,ff_pid,1,f,73254,42.76,0.0137,0.0000,0.43,2.965,0.605,0.41948,1.37,0.0,1,1
S05,parallel,ff_pid,1,f,73357,44.23,0.0165,0.0000,0.33,2.946,0.708,0.4339,1.65,0.0,1,1
S05,parallel,ff_pid,1,f,73461,45.61,0.0192,0.0000,0.29,2.978,0.812,0.44743,1.92,0.0,1,1
S05,parallel,ff_pid,1,f,73564,46.74,0.0223,0.0000,0.27,3.040,0.915,0.45852,2.23,0.0,1,1
S05,parallel,ff_pid,1,f,73668,46.73,0.0250,0.0000,0.26,2.945,1.019,0.45842,2.5,0.0,1,1
S05,parallel,ff_pid,1,f,73771,46.91,0.0278,0.0000,0.25,2.963,1.122,0.46019,2.78,0.0,1,1
S05,parallel,ff_pid,1,f,73875,47.29,0.0305,0.0000,0.24,3.021,1.226,0.46391,3.05,0.0,1,1
S05,parallel,ff_pid,1,f,73979,47.66,0.0330,0.0000,0.29,3.115,1.33,0.46754,3.3,0.0,1,1
S05,parallel,ff_pid,1,f,74083,48.25,0.0357,0.0000,0.31,3.067,1.434,0.47333,3.57,0.0,1,1
S05,parallel,ff_pid,1,f,74186,48.46,0.0381,0.0000,0.31,3.052,1.537,0.47539,3.81,0.0,1,1
S05,parallel,ff_pid,1,f,74289,48.58,0.0409,0.0000,0.30,3.037,1.64,0.47657,4.09,0.0,1,1
S05,parallel,ff_pid,1,f,74410,48.63,0.0436,0.0000,0.31,3.129,1.761,0.47706,4.36,0.0,1,1
S05,parallel,ff_pid,1,f,74510,48.59,0.0461,0.0000,0.27,2.991,1.861,0.47667,4.61,0.0,1,1
S05,parallel,ff_pid,1,f,74682,48.39,0.0504,0.0000,0.21,3.067,2.033,0.47471,5.04,0.0,1,1
S05,parallel,ff_pid,1,f,74782,48.17,0.0528,0.0000,0.23,3.082,2.133,0.47255,5.28,0.0,1,1
S05,parallel,ff_pid,1,f,74934,47.98,0.0565,0.0000,0.35,2.855,2.285,0.47068,5.65,0.0,1,1
S05,parallel,ff_pid,1,f,75034,47.86,0.0589,0.0000,0.37,3.008,2.385,0.46951,5.89,0.0,1,1
S05,parallel,ff_pid,1,f,75207,47.77,0.0632,0.0000,0.21,3.159,2.558,0.46862,6.32,0.0,1,1
S05,parallel,ff_pid,1,f,75307,47.86,0.0656,0.0000,0.17,3.083,2.658,0.46951,6.56,0.0,1,1
S05,parallel,ff_pid,1,f,75408,47.97,0.0681,0.0000,0.15,3.206,2.759,0.47059,6.81,0.0,1,1
S05,parallel,ff_pid,1,f,75508,48.08,0.0705,0.0000,0.13,3.086,2.859,0.47166,7.05,0.0,1,1
S05,parallel,ff_pid,1,f,75608,48.19,0.0729,0.0000,0.10,3.054,2.959,0.47274,7.29,0.0,1,1
S05,parallel,ff_pid,1,f,75709,48.26,0.0754,0.0000,0.09,3.174,3.06,0.47343,7.54,0.0,1,1
S05,parallel,ff_pid,1,f,75820,48.34,0.0781,0.0000,0.04,3.373,3.171,0.47422,7.81,0.0,1,1
S05,parallel,ff_pid,1,f,76007,48.44,0.0827,0.0003,-0.30,3.403,3.358,0.4752,8.27,0.03,1,1
S05,parallel,ff_pid,1,f,76107,48.60,0.0848,0.0003,-0.29,3.235,3.458,0.47677,8.48,0.03,1,1
S05,parallel,ff_pid,1,f,76208,48.84,0.0873,0.0003,-0.31,3.220,3.559,0.47912,8.73,0.03,1,1
S05,parallel,ff_pid,1,f,76309,49.04,0.0894,0.0003,-0.31,3.174,3.66,0.48108,8.94,0.03,1,1
S05,parallel,ff_pid,1,f,76410,49.28,0.0919,0.0006,-0.27,3.220,3.761,0.48344,9.19,0.06,1,1
S05,parallel,ff_pid,1,f,76513,49.62,0.0943,0.0006,-0.33,3.191,3.864,0.48677,9.43,0.06,1,1
S05,parallel,ff_pid,1,f,76616,49.70,0.0964,0.0006,-0.34,3.208,3.967,0.48756,9.64,0.06,1,1
S05,parallel,ff_pid,1,f,76720,49.81,0.0989,0.0006,-0.30,3.235,4.071,0.48864,9.89,0.06,1,1
S05,parallel,ff_pid,1,f,76824,49.93,0.1013,0.0006,-0.25,3.129,4.175,0.48981,10.13,0.06,1,1
S05,parallel,ff_pid,1,f,76989,50.19,0.1053,0.0006,-0.15,3.023,4.34,0.49236,10.53,0.06,1,1
S05,parallel,ff_pid,1,f,77089,50.37,0.1077,0.0006,-0.14,3.008,4.44,0.49413,10.77,0.06,1,1
S05,parallel,ff_pid,1,f,77189,50.59,0.1102,0.0009,-0.12,3.146,4.54,0.49629,11.02,0.09,1,1
S05,parallel,ff_pid,1,f,77289,50.77,0.1126,0.0009,-0.09,3.119,4.64,0.49805,11.26,0.09,1,1
S05,parallel,ff_pid,1,f,77391,50.69,0.1151,0.0009,-0.06,3.117,4.742,0.49727,11.51,0.09,1,1
S05,parallel,ff_pid,1,f,77495,50.51,0.1175,0.0009,0.01,3.129,4.846,0.4955,11.75,0.09,1,1
S05,parallel,ff_pid,1,f,77598,50.27,0.1199,0.0009,0.00,3.104,4.949,0.49315,11.99,0.09,1,0
S05,parallel,ff_pid,1,s,77699,49.98,0.1208,0.0012,0.01,0.846,5.05,0.4903,12.08,0.12,0,0
S05,parallel,ff_pid,1,s,77800,49.77,0.1208,0.0012,0.01,0.839,5.151,0.48824,12.08,0.12,0,0
S05,parallel,ff_pid,1,s,77901,48.87,0.1208,0.0012,0.01,0.812,5.252,0.47941,12.08,0.12,0,0
S05,parallel,ff_pid,1,s,78002,48.25,0.1208,0.0012,0.01,0.758,5.353,0.47333,12.08,0.12,0,0
S05,parallel,ff_pid,1,s,78102,47.66,0.1208,0.0012,0.01,0.785,5.453,0.46754,12.08,0.12,0,0
S05,parallel,ff_pid,1,s,78202,47.09,0.1208,0.0012,0.01,0.792,5.553,0.46195,12.08,0.12,0,0
S05,parallel,ff_pid,1,b,78303,46.67,0.1196,0.0009,-0.10,1.763,5.654,0.45783,11.96,0.09,1,0
S05,parallel,ff_pid,1,b,78403,46.30,0.1166,0.0009,-0.26,2.710,5.754,0.4542,11.66,0.09,1,1
S05,parallel,ff_pid,1,b,78503,45.31,0.1132,0.0009,-0.31,2.514,5.854,0.44449,11.32,0.09,1,1
S05,parallel,ff_pid,1,b,78607,41.41,0.1099,0.0009,-0.34,2.548,5.958,0.40623,10.99,0.09,1,1
S05,parallel,ff_pid,1,b,78709,38.89,0.1068,0.0009,-0.34,2.745,6.06,0.38151,10.68,0.09,1,1
S05,parallel,ff_pid,1,b,78827,36.43,0.1031,0.0009,-0.27,2.698,6.178,0.35738,10.31,0.09,1,1
S05,parallel,ff_pid,1,b,78927,34.51,0.0998,0.0009,-0.25,2.598,6.278,0.33854,9.98,0.09,1,1
S05,parallel,ff_pid,1,b,79027,32.60,0.0967,0.0009,-0.24,2.874,6.378,0.31981,9.67,0.09,1,1
S05,parallel,ff_pid,1,b,79224,32.52,0.0903,0.0006,-0.13,2.599,6.575,0.31902,9.03,0.06,1,1
S05,parallel,ff_pid,1,b,79378,33.68,0.0851,0.0006,-0.06,2.441,6.729,0.3304,8.51,0.06,1,1
S05,parallel,ff_pid,1,b,79478,34.47,0.0818,0.0006,-0.02,2.581,6.829,0.33815,8.18,0.06,1,1
S05,parallel,ff_pid,1,b,79579,35.39,0.0781,0.0006,-0.04,2.429,6.93,0.34718,7.81,0.06,1,1
S05,parallel,ff_pid,1,b,79733,36.51,0.0729,0.0006,0.02,2.579,7.084,0.35816,7.29,0.06,1,1
S05,parallel,ff_pid,1,b,79921,37.61,0.0665,0.0003,0.06,2.686,7.272,0.36895,6.65,0.03,1,1
S05,parallel,ff_pid,1,b,80021,37.97,0.0632,0.0000,-0.16,2.710,7.372,0.37249,6.32,0.0,1,1
S05,parallel,ff_pid,1,b,80121,38.16,0.0598,0.0000,-0.21,2.626,7.472,0.37435,5.98,0.0,1,1
S05,parallel,ff_pid,1,b,80221,37.90,0.0568,0.0000,-0.27,2.594,7.572,0.3718,5.68,0.0,1,1
S05,parallel,ff_pid,1,b,80323,38.16,0.0531,0.0000,-0.21,2.762,7.674,0.37435,5.31,0.0,1,1
S05,parallel,ff_pid,1,b,80427,38.32,0.0497,0.0000,-0.19,2.518,7.778,0.37592,4.97,0.0,1,1
S05,parallel,ff_pid,1,b,80547,38.35,0.0458,0.0000,-0.35,2.853,7.898,0.37621,4.58,0.0,1,1
S05,parallel,ff_pid,1,b,80648,38.42,0.0424,0.0000,-0.26,2.686,7.999,0.3769,4.24,0.0,1,1
S05,parallel,ff_pid,1,b,80748,38.36,0.0394,0.0000,-0.19,2.720,8.099,0.37631,3.94,0.0,1,1
S05,parallel,ff_pid,1,b,80943,38.25,0.0333,0.0000,-0.23,2.580,8.294,0.37523,3.33,0.0,1,1
S05,parallel,ff_pid,1,b,81043,38.37,0.0299,0.0000,-0.14,2.732,8.394,0.37641,2.99,0.0,1,1
S05,parallel,ff_pid,1,b,81236,38.64,0.0238,0.0000,-0.21,2.901,8.587,0.37906,2.38,0.0,1,1
S05,parallel,ff_pid,1,b,81336,39.00,0.0204,0.0000,-0.02,2.839,8.687,0.38259,2.04,0.0,1,1
S05,parallel,ff_pid,1,b,81436,39.06,0.0174,0.0000,0.07,2.823,8.787,0.38318,1.74,0.0,1,1
S05,parallel,ff_pid,1,b,81537,39.14,0.0140,0.0000,0.17,2.870,8.888,0.38396,1.4,0.0,1,1
S05,parallel,ff_pid,1,b,81638,39.26,0.0107,0.0000,0.25,2.872,8.989,0.38514,1.07,0.0,1,1
S05,parallel,ff_pid,1,b,81741,39.26,0.0076,-0.0003,0.27,2.855,9.092,0.38514,0.76,-0.03,1,1
S05,parallel,ff_pid,1,b,81882,39.47,0.0034,-0.0003,0.34,2.965,9.233,0.3872,0.34,-0.03,1,1
S05,parallel,ff_pid,1,b,81983,39.77,0.0003,-0.0003,0.23,2.843,9.334,0.39014,0.03,-0.03,1,1
S05,parallel,ff_pid,1,b,82092,39.88,-0.0024,-0.0003,0.22,0.000,9.443,0.39122,-0.24,-0.03,1,0
S05,parallel,ff_pid,1,s,82195,39.96,-0.0031,-0.0003,0.19,0.000,9.546,0.39201,-0.31,-0.03,0,0
S05,parallel,ff_pid,1,s,82295,40.14,-0.0031,-0.0003,0.19,0.048,9.646,0.39377,-0.31,-0.03,0,0
S05,parallel,ff_pid,1,s,82395,40.64,-0.0031,-0.0003,0.19,0.048,9.746,0.39868,-0.31,-0.03,0,0
S05,parallel,ff_pid,1,s,82497,41.00,-0.0031,-0.0003,0.19,0.089,9.848,0.40221,-0.31,-0.03,0,0
S05,parallel,ff_pid,1,s,82597,41.35,-0.0031,-0.0003,0.19,0.000,9.948,0.40564,-0.31,-0.03,0,0
S05,parallel,ff_pid,1,s,82765,41.76,-0.0031,-0.0003,0.20,0.097,10.116,0.40967,-0.31,-0.03,0,0
S05,parallel,ff_pid,2,f,82865,41.72,-0.0021,-0.0003,0.38,1.712,10.216,0.40927,-0.21,-0.03,1,0
S05,parallel,ff_pid,2,f,82965,41.39,0.0003,-0.0003,0.49,2.914,10.316,0.40604,0.03,-0.03,1,1
S05,parallel,ff_pid,2,f,83065,41.07,0.0031,-0.0003,0.47,2.930,10.416,0.4029,0.31,-0.03,1,1
S05,parallel,ff_pid,2,f,83166,40.64,0.0061,-0.0003,0.42,2.960,10.517,0.39868,0.61,-0.03,1,1
S05,parallel,ff_pid,2,f,83266,40.91,0.0092,-0.0003,0.42,2.915,10.617,0.40133,0.92,-0.03,1,1
S05,parallel,ff_pid,2,f,83368,42.43,0.0119,-0.0003,0.47,3.037,10.719,0.41624,1.19,-0.03,1,1
S05,parallel,ff_pid,2,f,83571,46.75,0.0180,0.0000,0.41,3.037,10.922,0.45862,1.8,0.0,1,1
S05,parallel,ff_pid,2,f,83759,50.33,0.0232,0.0000,0.62,2.991,11.11,0.49374,2.32,0.0,1,1
S05,parallel,ff_pid,2,f,83859,51.02,0.0259,0.0000,0.60,3.007,11.21,0.50051,2.59,0.0,1,1
S05,parallel,ff_pid,2,f,83987,50.63,0.0296,0.0000,0.59,3.236,11.338,0.49668,2.96,0.0,1,1
S05,parallel,ff_pid,2,f,84087,50.18,0.0323,0.0000,0.57,3.038,11.438,0.49227,3.23,0.0,1,1
S05,parallel,ff_pid,2,f,84187,49.66,0.0348,0.0000,0.51,3.190,11.538,0.48716,3.48,0.0,1,1
S05,parallel,ff_pid,2,f,84363,48.85,0.0394,0.0000,0.41,3.159,11.714,0.47922,3.94,0.0,1,1
S05,parallel,ff_pid,2,f,84463,48.63,0.0418,0.0000,0.39,3.174,11.814,0.47706,4.18,0.0,1,1
S05,parallel,ff_pid,2,f,84574,48.33,0.0446,0.0000,0.27,3.176,11.925,0.47412,4.46,0.0,1,1
S05,parallel,ff_pid,2,f,84680,48.33,0.0473,-0.0003,0.12,3.129,12.031,0.47412,4.73,-0.03,1,1
S05,parallel,ff_pid,2,f,84780,48.20,0.0497,0.0000,0.21,3.159,12.131,0.47284,4.97,0.0,1,1
S05,parallel,ff_pid,2,f,84881,48.20,0.0525,0.0000,0.21,3.221,12.232,0.47284,5.25,0.0,1,1
S05,parallel,ff_pid,2,f,84982,48.14,0.0549,0.0000,0.15,3.265,12.333,0.47225,5.49,0.0,1,1
S05,parallel,ff_pid,2,f,85082,47.91,0.0574,0.0000,0.38,3.251,12.433,0.47,5.74,0.0,1,1
S05,parallel,ff_pid,2,f,85198,47.81,0.0604,0.0000,0.14,3.265,12.549,0.46902,6.04,0.0,1,1
S05,parallel,ff_pid,2,f,85298,47.69,0.0629,0.0000,0.13,3.284,12.649,0.46784,6.29,0.0,1,1
S05,parallel,ff_pid,2,f,85398,47.66,0.0656,0.0000,0.12,3.342,12.749,0.46754,6.56,0.0,1,1
S05,parallel,ff_pid,2,f,85499,47.73,0.0681,0.0000,0.09,3.250,12.85,0.46823,6.81,0.0,1,1
S05,parallel,ff_pid,2,f,85600,47.89,0.0708,0.0000,0.09,3.296,12.951,0.4698,7.08,0.0,1,1
S05,parallel,ff_pid,2,f,85704,47.97,0.0732,0.0000,0.07,3.283,13.055,0.47059,7.32,0.0,1,1
S05,parallel,ff_pid,2,f,85808,48.07,0.0760,0.0000,0.02,3.238,13.159,0.47157,7.6,0.0,1,1
S05,parallel,ff_pid,2,f,85912,48.17,0.0787,0.0000,-0.01,3.254,13.263,0.47255,7.87,0.0,1,1
S05,parallel,ff_pid,2,f,86016,48.24,0.0815,0.0000,-0.09,3.344,13.367,0.47323,8.15,0.0,1,1
S05,parallel,ff_pid,2,f,86118,48.41,0.0839,0.0000,-0.21,3.357,13.469,0.4749,8.39,0.0,1,1
S05,parallel,ff_pid,2,f,86222,48.57,0.0864,0.0000,-0.32,3.311,13.573,0.47647,8.64,0.0,1,1
S05,parallel,ff_pid,2,f,86326,48.83,0.0891,0.0000,-0.35,3.342,13.677,0.47902,8.91,0.0,1,1
S05,parallel,ff_pid,2,f,86430,49.12,0.0916,0.0000,-0.37,3.281,13.781,0.48187,9.16,0.0,1,1
S05,parallel,ff_pid,2,f,86534,49.38,0.0943,0.0003,-0.44,3.388,13.885,0.48442,9.43,0.03,1,1
S05,parallel,ff_pid,2,f,86675,49.69,0.0977,0.0003,-0.26,3.236,14.026,0.48746,9.77,0.03,1,1
S05,parallel,ff_pid,2,f,86775,49.75,0.1001,0.0003,-0.25,3.250,14.126,0.48805,10.01,0.03,1,1
S05,parallel,ff_pid,2,f,86876,49.84,0.1028,0.0003,-0.18,3.267,14.227,0.48893,10.28,0.03,1,1
S05,parallel,ff_pid,2,f,87051,50.17,0.1071,0.0006,0.02,3.211,14.402,0.49217,10.71,0.06,1,1
S05,parallel,ff_pid,2,f,87151,50.37,0.1099,0.0006,0.01,3.146,14.502,0.49413,10.99,0.06,1,1
S05,parallel,ff_pid,2,f,87251,50.57,0.1123,0.0006,0.04,3.181,14.602,0.49609,11.23,0.06,1,1
S05,parallel,ff_pid,2,f,87352,50.53,0.1147,0.0006,0.05,3.152,14.703,0.4957,11.47,0.06,1,1
S05,parallel,ff_pid,2,f,87531,50.38,0.1193,0.0006,0.07,3.111,14.882,0.49423,11.93,0.06,1,0
S05,parallel,ff_pid,2,s,87632,50.16,0.1208,0.0006,0.04,0.703,14.983,0.49207,12.08,0.06,0,0
S05,parallel,ff_pid,2,s,87732,49.92,0.1208,0.0006,0.04,0.737,15.083,0.48972,12.08,0.06,0,0
S05,parallel,ff_pid,2,s,87832,49.52,0.1208,0.0006,0.04,0.772,15.183,0.48579,12.08,0.06,0,0
S05,parallel,ff_pid,2,s,87933,48.26,0.1208,0.0006,0.03,0.819,15.284,0.47343,12.08,0.06,0,0
S05,parallel,ff_pid,2,s,88058,47.65,0.1208,0.0006,0.03,0.835,15.409,0.46745,12.08,0.06,0,0
S05,parallel,ff_pid,2,s,88158,47.04,0.1208,0.0006,0.03,0.792,15.509,0.46146,12.08,0.06,0,0
S05,parallel,ff_pid,2,b,88258,46.61,0.1196,0.0006,-0.08,1.746,15.609,0.45724,11.96,0.06,1,0
S05,parallel,ff_pid,2,b,88361,46.34,0.1166,0.0006,-0.32,2.519,15.712,0.4546,11.66,0.06,1,1
S05,parallel,ff_pid,2,b,88465,45.52,0.1135,0.0006,-0.41,2.487,15.816,0.44655,11.35,0.06,1,1
S05,parallel,ff_pid,2,b,88585,41.90,0.1099,0.0003,-0.56,2.724,15.936,0.41104,10.99,0.03,1,1
S05,parallel,ff_pid,2,b,88685,39.44,0.1065,0.0000,-0.50,2.659,16.036,0.38691,10.65,0.0,1,1
