participant,direction,control,cycle,stroke,time_ms,force_g,pos_y_m,pos_x_m,angle_deg,speed_cms,time_s,force_N,pos_y_cm,pos_x_cm,label_moving,label_steady
S11,parallel,ff_pid,1,f,141718,39.29,0.0000,0.0000,-0.05,0.034,0.0,0.38543,0.0,0.0,1,0
S11,parallel,ff_pid,1,f,141818,39.31,0.0003,0.0000,-0.12,0.784,0.1,0.38563,0.03,0.0,1,1
S11,parallel,ff_pid,1,f,141918,39.35,0.0024,0.0000,0.30,2.320,0.2,0.38602,0.24,0.0,1,1
S11,parallel,ff_pid,1,f,142018,39.68,0.0052,0.0000,0.51,2.808,0.3,0.38926,0.52,0.0,1,1
S11,parallel,ff_pid,1,f,142118,40.44,0.0079,0.0000,0.56,2.854,0.4,0.39672,0.79,0.0,1,1
S11,parallel,ff_pid,1,f,142222,41.75,0.0107,0.0000,0.56,2.884,0.504,0.40957,1.07,0.0,1,1
S11,parallel,ff_pid,1,f,142425,45.41,0.0165,0.0000,0.58,2.976,0.707,0.44547,1.65,0.0,1,1
S11,parallel,ff_pid,1,f,142592,48.47,0.0208,0.0000,0.57,2.978,0.874,0.47549,2.08,0.0,1,1
S11,parallel,ff_pid,1,f,142692,49.23,0.0235,0.0000,0.51,2.935,0.974,0.48295,2.35,0.0,1,1
S11,parallel,ff_pid,1,f,142792,49.39,0.0262,0.0000,0.47,2.992,1.074,0.48452,2.62,0.0,1,1
S11,parallel,ff_pid,1,f,142892,49.20,0.0290,0.0000,0.40,2.930,1.174,0.48265,2.9,0.0,1,1
S11,parallel,ff_pid,1,f,142993,48.97,0.0314,0.0000,0.35,3.006,1.275,0.4804,3.14,0.0,1,1
S11,parallel,ff_pid,1,f,143093,48.68,0.0342,0.0000,0.29,3.052,1.375,0.47755,3.42,0.0,1,1
S11,parallel,ff_pid,1,f,143196,48.42,0.0369,0.0000,0.26,3.067,1.478,0.475,3.69,0.0,1,1
S11,parallel,ff_pid,1,f,143300,48.04,0.0397,0.0000,0.16,3.235,1.582,0.47127,3.97,0.0,1,1
S11,parallel,ff_pid,1,f,143404,47.29,0.0424,0.0000,0.09,3.143,1.686,0.46391,4.24,0.0,1,1
S11,parallel,ff_pid,1,f,143507,47.04,0.0449,0.0000,0.08,3.098,1.789,0.46146,4.49,0.0,1,1
S11,parallel,ff_pid,1,f,143611,46.98,0.0476,0.0000,0.06,3.084,1.893,0.46087,4.76,0.0,1,1
S11,parallel,ff_pid,1,f,143714,47.05,0.0500,0.0000,0.05,2.992,1.996,0.46156,5.0,0.0,1,1
S11,parallel,ff_pid,1,f,143818,47.14,0.0528,0.0000,0.07,2.991,2.1,0.46244,5.28,0.0,1,1
S11,parallel,ff_pid,1,f,143921,47.27,0.0552,0.0000,0.08,3.098,2.203,0.46372,5.52,0.0,1,1
S11,parallel,ff_pid,1,f,144025,47.26,0.0580,0.0000,0.10,2.991,2.307,0.46362,5.8,0.0,1,1
