participant,direction,control,cycle,stroke,time_ms,force_g,pos_y_m,pos_x_m,angle_deg,speed_cms,time_s,force_N,pos_y_cm,pos_x_cm,label_moving,label_steady
S16,parallel,ff_pid,1,s,65296,39.08,0.0000,0.0000,-0.01,0.123,0.0,0.38337,0.0,0.0,0,0
S16,parallel,ff_pid,1,s,65397,39.03,0.0000,0.0000,0.12,0.717,0.101,0.38288,0.0,0.0,0,0
S16,parallel,ff_pid,1,f,65498,38.91,0.0021,0.0000,0.36,2.580,0.202,0.38171,0.21,0.0,1,0
S16,parallel,ff_pid,1,f,65599,38.92,0.0049,0.0000,0.51,2.626,0.303,0.38181,0.49,0.0,1,1
S16,parallel,ff_pid,1,f,65699,39.50,0.0076,0.0000,0.53,2.765,0.403,0.38749,0.76,0.0,1,1
S16,parallel,ff_pid,1,f,65800,40.52,0.0107,0.0000,0.47,2.783,0.504,0.3975,1.07,0.0,1,1
S16,parallel,ff_pid,1,f,65900,41.60,0.0134,0.0000,0.54,2.855,0.604,0.4081,1.34,0.0,1,1
S16,parallel,ff_pid,1,f,66001,44.36,0.0162,0.0000,0.48,2.871,0.705,0.43517,1.62,0.0,1,1
S16,parallel,ff_pid,1,f,66103,45.32,0.0189,0.0000,0.41,2.962,0.807,0.44459,1.89,0.0,1,1
S16,parallel,ff_pid,1,f,66204,46.02,0.0217,0.0000,0.34,2.885,0.908,0.45146,2.17,0.0,1,1
S16,parallel,ff_pid,1,f,66305,46.64,0.0244,0.0000,0.27,2.979,1.009,0.45754,2.44,0.0,1,1
S16,parallel,ff_pid,1,f,66406,47.15,0.0272,0.0000,0.24,3.009,1.11,0.46254,2.72,0.0,1,1
S16,parallel,ff_pid,1,f,66507,47.65,0.0299,0.0000,0.14,2.976,1.211,0.46745,2.99,0.0,1,1
S16,parallel,ff_pid,1,f,66608,48.78,0.0327,0.0000,0.10,3.113,1.312,0.47853,3.27,0.0,1,1
S16,parallel,ff_pid,1,f,66708,49.42,0.0354,0.0000,0.08,3.036,1.412,0.48481,3.54,0.0,1,1
S16,parallel,ff_pid,1,f,66828,50.12,0.0385,0.0000,0.12,3.099,1.532,0.49168,3.85,0.0,1,1
S16,parallel,ff_pid,1,f,66928,50.78,0.0409,0.0000,0.07,3.006,1.632,0.49815,4.09,0.0,1,1
S16,parallel,ff_pid,1,f,67028,51.20,0.0436,0.0000,0.03,3.143,1.732,0.50227,4.36,0.0,1,1
S16,parallel,ff_pid,1,f,67219,51.36,0.0488,0.0000,-0.01,3.253,1.923,0.50384,4.88,0.0,1,1
S16,parallel,ff_pid,1,f,67320,51.21,0.0513,0.0000,-0.05,3.146,2.024,0.50237,5.13,0.0,1,1
S16,parallel,ff_pid,1,f,67420,51.06,0.0537,0.0000,0.01,3.114,2.124,0.5009,5.37,0.0,1,1
