participant,direction,control,cycle,stroke,time_ms,force_g,pos_y_m,pos_x_m,angle_deg,speed_cms,time_s,force_N,pos_y_cm,pos_x_cm,label_moving,label_steady
S03,parallel,ff_pid,1,f,49169,46.39,0.0485,0.0003,0.02,3.128,1.918,0.45509,4.85,0.03,1,1
S03,parallel,ff_pid,1,f,49271,46.57,0.0513,0.0003,-0.02,3.113,2.02,0.45685,5.13,0.03,1,1
S03,parallel,ff_pid,1,f,49374,46.70,0.0540,0.0003,-0.04,3.128,2.123,0.45813,5.4,0.03,1,1
S03,parallel,ff_pid,1,f,49479,46.73,0.0565,0.0003,-0.07,3.174,2.228,0.45842,5.65,0.03,1,1
S03,parallel,ff_pid,1,f,49582,46.75,0.0592,0.0003,-0.07,3.114,2.331,0.45862,5.92,0.03,1,1
S03,parallel,ff_pid,1,f,49686,46.95,0.0616,0.0003,-0.15,3.318,2.435,0.46058,6.16,0.03,1,1
S03,parallel,ff_pid,1,f,49788,47.07,0.0641,0.0003,-0.21,3.306,2.537,0.46176,6.41,0.03,1,1
S03,parallel,ff_pid,1,f,49891,47.21,0.0668,0.0003,-0.22,3.233,2.64,0.46313,6.68,0.03,1,1
S03,parallel,ff_pid,1,f,49994,47.30,0.0693,0.0003,-0.19,3.360,2.743,0.46401,6.93,0.03,1,1
S03,parallel,ff_pid,1,f,50197,47.31,0.0742,0.0003,-0.16,3.318,2.946,0.46411,7.42,0.03,1,1
S03,parallel,ff_pid,1,f,50298,47.37,0.0766,0.0003,-0.17,3.238,3.047,0.4647,7.66,0.03,1,1
S03,parallel,ff_pid,1,f,50398,47.44,0.0790,0.0003,-0.17,3.281,3.147,0.46539,7.9,0.03,1,1
S03,parallel,ff_pid,1,f,50498,47.50,0.0815,0.0006,-0.09,3.235,3.247,0.46597,8.15,0.06,1,1
S03,parallel,ff_pid,1,f,50598,47.61,0.0839,0.0006,-0.01,3.281,3.347,0.46705,8.39,0.06,1,1
S03,parallel,ff_pid,1,f,50702,47.70,0.0867,0.0006,0.12,3.138,3.451,0.46794,8.67,0.06,1,1
S03,parallel,ff_pid,1,f,50805,47.63,0.0891,0.0006,0.19,3.005,3.554,0.46725,8.91,0.06,1,1
S03,parallel,ff_pid,1,f,50909,47.61,0.0919,0.0006,0.26,3.013,3.658,0.46705,9.19,0.06,1,1
S03,parallel,ff_pid,1,f,51013,47.63,0.0946,0.0006,0.31,3.086,3.762,0.46725,9.46,0.06,1,1
S03,parallel,ff_pid,1,f,51115,47.66,0.0970,0.0006,0.32,3.020,3.864,0.46754,9.7,0.06,1,1
S03,parallel,ff_pid,1,f,51318,47.69,0.1022,0.0006,0.26,3.133,4.067,0.46784,10.22,0.06,1,1
S03,parallel,ff_pid,1,f,51418,47.66,0.1047,0.0006,0.16,2.946,4.167,0.46754,10.47,0.06,1,1
S03,parallel,ff_pid,1,f,51526,47.60,0.1077,0.0009,0.33,3.142,4.275,0.46696,10.77,0.09,1,1
S03,parallel,ff_pid,1,f,51633,47.44,0.1102,0.0009,0.03,2.820,4.382,0.46539,11.02,0.09,1,1
S03,parallel,ff_pid,1,f,51733,47.30,0.1126,0.0009,0.04,3.078,4.482,0.46401,11.26,0.09,1,1
S03,parallel,ff_pid,1,f,51882,47.38,0.1166,0.0009,-0.19,3.000,4.631,0.4648,11.66,0.09,1,1
S03,parallel,ff_pid,1,f,51982,47.31,0.1190,0.0009,-0.19,3.098,4.731,0.46411,11.9,0.09,1,0
S03,parallel,ff_pid,1,s,52082,47.29,0.1208,0.0009,-0.21,0.782,4.831,0.46391,12.08,0.09,0,0
S03,parallel,ff_pid,1,s,52182,47.24,0.1208,0.0009,-0.21,0.797,4.931,0.46342,12.08,0.09,0,0
S03,parallel,ff_pid,1,s,52283,46.41,0.1208,0.0009,-0.21,0.861,5.032,0.45528,12.08,0.09,0,0
S03,parallel,ff_pid,1,s,52384,45.85,0.1208,0.0009,-0.21,0.867,5.133,0.44979,12.08,0.09,0,0
S03,parallel,ff_pid,1,s,52485,45.27,0.1208,0.0009,-0.21,0.846,5.234,0.4441,12.08,0.09,0,0
S03,parallel,ff_pid,1,s,52589,44.71,0.1208,0.0009,-0.21,0.833,5.338,0.43861,12.08,0.09,0,0
S03,parallel,ff_pid,1,b,52691,44.25,0.1199,0.0009,-0.18,1.597,5.44,0.43409,11.99,0.09,1,0
S03,parallel,ff_pid,1,b,52794,43.95,0.1172,0.0009,-0.24,2.615,5.543,0.43115,11.72,0.09,1,1
S03,parallel,ff_pid,1,b,52935,41.92,0.1129,0.0009,-0.35,2.615,5.684,0.41124,11.29,0.09,1,1
S03,parallel,ff_pid,1,b,53035,39.98,0.1096,0.0006,-0.34,2.694,5.784,0.3922,10.96,0.06,1,1
S03,parallel,ff_pid,1,b,53135,37.80,0.1065,0.0006,-0.37,2.717,5.884,0.37082,10.65,0.06,1,1
S03,parallel,ff_pid,1,b,53235,33.62,0.1035,0.0006,-0.37,2.682,5.984,0.32981,10.35,0.06,1,1
S03,parallel,ff_pid,1,b,53336,32.37,0.1004,0.0006,-0.43,2.706,6.085,0.31755,10.04,0.06,1,1
S03,parallel,ff_pid,1,b,53457,31.89,0.0967,0.0006,-0.54,2.868,6.206,0.31284,9.67,0.06,1,1
S03,parallel,ff_pid,1,b,53557,32.02,0.0937,0.0003,-0.57,2.688,6.306,0.31412,9.37,0.03,1,1
S03,parallel,ff_pid,1,b,53657,33.30,0.0903,0.0003,-0.59,2.695,6.406,0.32667,9.03,0.03,1,1
S03,parallel,ff_pid,1,b,53757,34.48,0.0873,0.0003,-0.51,2.674,6.506,0.33825,8.73,0.03,1,1
S03,parallel,ff_pid,1,b,53857,35.74,0.0842,0.0000,-0.39,2.953,6.606,0.35061,8.42,0.0,1,1
S03,parallel,ff_pid,1,b,53961,37.00,0.0809,0.0000,-0.25,2.873,6.71,0.36297,8.09,0.0,1,1
S03,parallel,ff_pid,1,b,54081,38.97,0.0772,0.0000,0.14,2.763,6.83,0.3823,7.72,0.0,1,1
S03,parallel,ff_pid,1,b,54181,39.18,0.0742,0.0000,0.20,2.762,6.93,0.38436,7.42,0.0,1,1
S03,parallel,ff_pid,1,b,54353,38.81,0.0684,0.0000,0.07,2.687,7.102,0.38073,6.84,0.0,1,1
S03,parallel,ff_pid,1,b,54454,38.06,0.0650,0.0000,0.16,2.762,7.203,0.37337,6.5,0.0,1,1
S03,parallel,ff_pid,1,b,54555,37.08,0.0616,0.0000,0.23,2.662,7.304,0.36375,6.16,0.0,1,1
S03,parallel,ff_pid,1,b,54655,36.35,0.0583,0.0000,0.23,2.585,7.404,0.35659,5.83,0.0,1,1
S03,parallel,ff_pid,1,b,54755,35.92,0.0549,0.0000,0.18,2.629,7.504,0.35238,5.49,0.0,1,1
S03,parallel,ff_pid,1,b,54915,35.80,0.0500,0.0000,0.09,2.617,7.664,0.3512,5.0,0.0,1,1
S03,parallel,ff_pid,1,b,55016,35.90,0.0467,0.0000,0.01,2.625,7.765,0.35218,4.67,0.0,1,1
S03,parallel,ff_pid,1,b,55207,36.24,0.0406,0.0000,0.01,2.672,7.956,0.35551,4.06,0.0,1,1
S03,parallel,ff_pid,1,b,55307,36.48,0.0375,-0.0003,0.03,2.702,8.056,0.35787,3.75,-0.03,1,1
S03,parallel,ff_pid,1,b,55407,36.70,0.0342,-0.0003,0.09,2.718,8.156,0.36003,3.42,-0.03,1,1
S03,parallel,ff_pid,1,b,55507,36.97,0.0311,-0.0006,0.12,2.764,8.256,0.36268,3.11,-0.06,1,1
S03,parallel,ff_pid,1,b,55607,37.31,0.0278,-0.0006,0.08,2.686,8.356,0.36601,2.78,-0.06,1,1
S03,parallel,ff_pid,1,b,55810,38.33,0.0214,-0.0003,-0.08,2.884,8.559,0.37602,2.14,-0.03,1,1
S03,parallel,ff_pid,1,b,55910,38.74,0.0183,-0.0006,-0.14,2.718,8.659,0.38004,1.83,-0.06,1,1
S03,parallel,ff_pid,1,b,56011,39.03,0.0153,-0.0006,-0.25,2.747,8.76,0.38288,1.53,-0.06,1,1
S03,parallel,ff_pid,1,b,56206,40.06,0.0095,-0.0009,-0.15,2.731,8.955,0.39299,0.95,-0.09,1,1
S03,parallel,ff_pid,1,b,56307,40.60,0.0064,-0.0009,-0.13,2.960,9.056,0.39829,0.64,-0.09,1,1
S03,parallel,ff_pid,1,b,56415,41.55,0.0031,-0.0009,0.07,2.961,9.164,0.40761,0.31,-0.09,1,1
S03,parallel,ff_pid,1,b,56515,41.55,0.0000,-0.0009,0.10,2.838,9.264,0.40761,0.0,-0.09,1,0
S03,parallel,ff_pid,1,s,56618,42.16,-0.0003,-0.0009,0.13,0.046,9.367,0.41359,-0.03,-0.09,0,0
S03,parallel,ff_pid,1,s,56720,42.34,-0.0003,-0.0009,0.13,0.034,9.469,0.41536,-0.03,-0.09,0,0
S03,parallel,ff_pid,1,s,56820,42.78,-0.0003,-0.0009,0.13,0.065,9.569,0.41967,-0.03,-0.09,0,0
S03,parallel,ff_pid,1,s,56921,43.37,-0.0003,-0.0009,0.13,0.034,9.67,0.42546,-0.03,-0.09,0,0
S03,parallel,ff_pid,1,s,57021,43.85,-0.0003,-0.0009,0.13,0.061,9.77,0.43017,-0.03,-0.09,0,0
S03,parallel,ff_pid,2,f,57201,44.82,0.0000,-0.0009,-0.18,0.641,9.95,0.43968,0.0,-0.09,1,0
S03,parallel,ff_pid,2,f,57301,44.74,0.0012,-0.0009,-0.16,2.228,10.05,0.4389,0.12,-0.09,1,1
S03,parallel,ff_pid,2,f,57401,43.82,0.0043,-0.0006,0.13,3.098,10.15,0.42987,0.43,-0.06,1,1
S03,parallel,ff_pid,2,f,57502,42.85,0.0070,-0.0006,0.37,2.904,10.251,0.42036,0.7,-0.06,1,1
S03,parallel,ff_pid,2,f,57602,42.48,0.0101,-0.0003,0.59,3.037,10.351,0.41673,1.01,-0.03,1,1
S03,parallel,ff_pid,2,f,57785,43.96,0.0150,-0.0003,0.79,2.899,10.534,0.43125,1.5,-0.03,1,1
S03,parallel,ff_pid,2,f,57885,46.03,0.0180,-0.0003,0.82,3.006,10.634,0.45155,1.8,-0.03,1,1
S03,parallel,ff_pid,2,f,57986,49.82,0.0208,-0.0003,0.75,2.960,10.735,0.48873,2.08,-0.03,1,1
S03,parallel,ff_pid,2,f,58140,50.41,0.0250,-0.0003,0.68,2.824,10.889,0.49452,2.5,-0.03,1,1
S03,parallel,ff_pid,2,f,58328,49.47,0.0299,-0.0003,0.44,2.914,11.077,0.4853,2.99,-0.03,1,1
S03,parallel,ff_pid,2,f,58428,48.53,0.0327,-0.0003,0.36,3.036,11.177,0.47608,3.27,-0.03,1,1
S03,parallel,ff_pid,2,f,58580,46.79,0.0366,-0.0003,0.15,3.082,11.329,0.45901,3.66,-0.03,1,1
S03,parallel,ff_pid,2,f,58680,46.24,0.0394,-0.0003,0.09,3.113,11.429,0.45361,3.94,-0.03,1,1
S03,parallel,ff_pid,2,f,58780,46.12,0.0421,-0.0003,0.05,3.143,11.529,0.45244,4.21,-0.03,1,1
S03,parallel,ff_pid,2,f,58957,46.10,0.0467,-0.0003,-0.12,3.189,11.706,0.45224,4.67,-0.03,1,1
S03,parallel,ff_pid,2,f,59058,46.14,0.0494,0.0000,-0.07,3.205,11.807,0.45263,4.94,0.0,1,1
S03,parallel,ff_pid,2,f,59158,46.30,0.0522,0.0000,-0.06,3.266,11.907,0.4542,5.22,0.0,1,1
S03,parallel,ff_pid,2,f,59258,46.49,0.0546,0.0000,-0.05,3.281,12.007,0.45607,5.46,0.0,1,1
S03,parallel,ff_pid,2,f,59359,46.63,0.0574,0.0000,-0.07,3.237,12.108,0.45744,5.74,0.0,1,1
S03,parallel,ff_pid,2,f,59461,46.81,0.0601,0.0000,-0.08,3.282,12.21,0.45921,6.01,0.0,1,1
S03,parallel,ff_pid,2,f,59563,46.80,0.0626,0.0000,-0.14,3.394,12.312,0.45911,6.26,0.0,1,1
S03,parallel,ff_pid,2,f,59666,46.84,0.0653,0.0000,-0.18,3.382,12.415,0.4595,6.53,0.0,1,1
S03,parallel,ff_pid,2,f,59770,46.89,0.0677,-0.0003,-0.17,3.363,12.519,0.45999,6.77,-0.03,1,1
S03,parallel,ff_pid,2,f,59873,46.89,0.0705,-0.0003,-0.18,3.258,12.622,0.45999,7.05,-0.03,1,1
S03,parallel,ff_pid,2,f,59977,46.91,0.0732,0.0000,-0.16,3.284,12.726,0.46019,7.32,0.0,1,1
S03,parallel,ff_pid,2,f,60080,46.91,0.0757,0.0000,-0.14,3.342,12.829,0.46019,7.57,0.0,1,1
S03,parallel,ff_pid,2,f,60191,46.97,0.0784,0.0000,-0.09,3.265,12.94,0.46078,7.84,0.0,1,1
S03,parallel,ff_pid,2,f,60291,47.06,0.0809,0.0000,-0.02,3.265,13.04,0.46166,8.09,0.0,1,1
S03,parallel,ff_pid,2,f,60392,47.22,0.0836,0.0000,0.04,3.344,13.141,0.46323,8.36,0.0,1,1
S03,parallel,ff_pid,2,f,60492,47.52,0.0861,0.0000,0.15,3.215,13.241,0.46617,8.61,0.0,1,1
S03,parallel,ff_pid,2,f,60592,47.54,0.0888,0.0000,0.26,3.172,13.341,0.46637,8.88,0.0,1,1
S03,parallel,ff_pid,2,f,60696,47.56,0.0916,0.0000,0.34,3.146,13.445,0.46656,9.16,0.0,1,1
S03,parallel,ff_pid,2,f,60816,47.56,0.0946,0.0000,0.39,3.140,13.565,0.46656,9.46,0.0,1,1
S03,parallel,ff_pid,2,f,60922,47.49,0.0974,0.0000,0.34,3.158,13.671,0.46588,9.74,0.0,1,1
S03,parallel,ff_pid,2,f,61022,47.54,0.1001,0.0000,0.30,3.136,13.771,0.46637,10.01,0.0,1,1
S03,parallel,ff_pid,2,f,61122,47.64,0.1025,0.0000,0.20,3.217,13.871,0.46735,10.25,0.0,1,1
S03,parallel,ff_pid,2,f,61237,47.57,0.1056,0.0000,0.20,2.875,13.986,0.46666,10.56,0.0,1,1
S03,parallel,ff_pid,2,f,61337,47.39,0.1080,0.0000,0.22,3.064,14.086,0.4649,10.8,0.0,1,1
S03,parallel,ff_pid,2,f,61437,47.29,0.1105,0.0000,0.18,3.085,14.186,0.46391,11.05,0.0,1,1
S03,parallel,ff_pid,2,f,61537,47.02,0.1132,0.0000,0.10,3.060,14.286,0.46127,11.32,0.0,1,1
S03,parallel,ff_pid,2,f,61639,46.99,0.1160,0.0000,0.01,3.114,14.388,0.46097,11.6,0.0,1,1
S03,parallel,ff_pid,2,f,61741,47.03,0.1187,0.0000,-0.06,3.144,14.49,0.46136,11.87,0.0,1,0
S03,parallel,ff_pid,2,s,61842,47.01,0.1208,0.0000,-0.10,0.825,14.591,0.46117,12.08,0.0,0,0
S03,parallel,ff_pid,2,s,61945,46.91,0.1208,0.0000,-0.10,0.763,14.694,0.46019,12.08,0.0,0,0
S03,parallel,ff_pid,2,s,62045,46.76,0.1208,0.0000,-0.10,0.758,14.794,0.45872,12.08,0.0,0,0
S03,parallel,ff_pid,2,s,62146,45.99,0.1208,0.0000,-0.10,0.791,14.895,0.45116,12.08,0.0,0,0
S03,parallel,ff_pid,2,s,62247,45.51,0.1208,0.0000,-0.10,0.794,14.996,0.44645,12.08,0.0,0,0
S03,parallel,ff_pid,2,s,62347,45.00,0.1208,0.0000,-0.10,0.825,15.096,0.44145,12.08,0.0,0,0
S03,parallel,ff_pid,2,b,62447,44.56,0.1202,0.0000,-0.09,1.100,15.196,0.43713,12.02,0.0,1,0
S03,parallel,ff_pid,2,b,62562,42.98,0.1175,0.0000,-0.16,1.943,15.311,0.42163,11.75,0.0,1,1
S03,parallel,ff_pid,2,b,62668,42.98,0.1144,0.0000,-0.04,2.394,15.417,0.42163,11.44,0.0,1,1
S03,parallel,ff_pid,2,b,62768,41.00,0.1114,0.0000,-0.14,2.662,15.517,0.40221,11.14,0.0,1,1
S03,parallel,ff_pid,2,b,62868,38.84,0.1083,0.0000,-0.20,2.728,15.617,0.38102,10.83,0.0,1,1
S03,parallel,ff_pid,2,b,62968,36.54,0.1053,0.0000,-0.27,2.640,15.717,0.35846,10.53,0.0,1,1
S03,parallel,ff_pid,2,b,63070,34.12,0.1022,0.0000,-0.32,2.645,15.819,0.33472,10.22,0.0,1,1
S03,parallel,ff_pid,2,b,63174,32.37,0.0989,0.0000,-0.38,2.680,15.923,0.31755,9.89,0.0,1,1
S03,parallel,ff_pid,2,b,63287,32.35,0.0955,0.0000,-0.64,2.809,16.036,0.31735,9.55,0.0,1,1
S03,parallel,ff_pid,2,b,63388,32.62,0.0925,-0.0003,-0.65,2.809,16.137,0.32,9.25,-0.03,1,1
S03,parallel,ff_pid,2,b,63488,33.13,0.0894,-0.0003,-0.62,2.727,16.237,0.32501,8.94,-0.03,1,1
S03,parallel,ff_pid,2,b,63589,34.00,0.0864,-0.0006,-0.54,2.757,16.338,0.33354,8.64,-0.06,1,1
S03,parallel,ff_pid,2,b,63689,36.49,0.0830,-0.0006,-0.43,2.879,16.438,0.35797,8.3,-0.06,1,1
S03,parallel,ff_pid,2,b,63892,38.93,0.0766,-0.0006,-0.29,2.747,16.641,0.3819,7.66,-0.06,1,1
S03,parallel,ff_pid,2,b,63993,39.52,0.0735,-0.0006,-0.05,2.886,16.742,0.38769,7.35,-0.06,1,1
S03,parallel,ff_pid,2,b,64094,39.48,0.0705,-0.0006,0.07,2.765,16.843,0.3873,7.05,-0.06,1,1
S03,parallel,ff_pid,2,b,64195,38.90,0.0671,-0.0006,0.19,2.808,16.944,0.38161,6.71,-0.06,1,1
S03,parallel,ff_pid,2,b,64296,37.20,0.0638,-0.0006,0.19,2.504,17.045,0.36493,6.38,-0.06,1,1
S03,parallel,ff_pid,2,b,64397,36.62,0.0601,-0.0006,0.24,2.612,17.146,0.35924,6.01,-0.06,1,1
S03,parallel,ff_pid,2,b,64515,36.19,0.0562,-0.0009,0.24,2.539,17.264,0.35502,5.62,-0.09,1,1
S03,parallel,ff_pid,2,b,64615,35.97,0.0531,-0.0009,0.15,2.551,17.364,0.35287,5.31,-0.09,1,1
S03,parallel,ff_pid,2,b,64716,35.87,0.0497,-0.0012,0.05,2.640,17.465,0.35188,4.97,-0.12,1,1
S03,parallel,ff_pid,2,b,64816,36.03,0.0467,-0.0012,-0.03,2.652,17.565,0.35345,4.67,-0.12,1,1
S03,parallel,ff_pid,2,b,64917,36.27,0.0433,-0.0015,-0.06,2.737,17.666,0.35581,4.33,-0.15,1,1
S03,parallel,ff_pid,2,b,65019,36.52,0.0400,-0.0015,-0.02,2.720,17.768,0.35826,4.0,-0.15,1,1
S03,parallel,ff_pid,2,b,65122,36.81,0.0369,-0.0015,-0.01,2.610,17.871,0.36111,3.69,-0.15,1,1
S03,parallel,ff_pid,2,b,65227,37.13,0.0336,-0.0015,0.07,2.747,17.976,0.36425,3.36,-0.15,1,1
S03,parallel,ff_pid,2,b,65329,37.60,0.0302,-0.0015,0.09,2.764,18.078,0.36886,3.02,-0.15,1,1
S03,parallel,ff_pid,2,b,65432,37.77,0.0269,-0.0018,0.08,2.779,18.181,0.37052,2.69,-0.18,1,1
S03,parallel,ff_pid,2,b,65536,38.00,0.0235,-0.0018,0.02,2.960,18.285,0.37278,2.35,-0.18,1,1
S03,parallel,ff_pid,2,b,65640,38.30,0.0204,-0.0018,-0.05,2.748,18.389,0.37572,2.04,-0.18,1,1
S03,parallel,ff_pid,2,b,65743,38.64,0.0171,-0.0021,-0.10,2.849,18.492,0.37906,1.71,-0.21,1,1
S03,parallel,ff_pid,2,b,65905,39.57,0.0122,-0.0021,-0.32,2.935,18.654,0.38818,1.22,-0.21,1,1
S03,parallel,ff_pid,2,b,66005,40.13,0.0095,-0.0021,-0.34,2.870,18.754,0.39368,0.95,-0.21,1,1
S03,parallel,ff_pid,2,b,66105,40.50,0.0064,-0.0024,-0.25,3.014,18.854,0.3973,0.64,-0.24,1,1
S03,parallel,ff_pid,2,b,66205,41.29,0.0037,-0.0024,-0.16,2.962,18.954,0.40505,0.37,-0.24,1,1
S03,parallel,ff_pid,2,b,66305,41.77,0.0006,-0.0024,-0.02,2.961,19.054,0.40976,0.06,-0.24,1,1
S03,parallel,ff_pid,2,b,66424,42.15,-0.0024,-0.0024,0.12,0.000,19.173,0.41349,-0.24,-0.24,1,0
S03,parallel,ff_pid,2,s,66524,42.52,-0.0034,-0.0024,0.15,0.055,19.273,0.41712,-0.34,-0.24,0,0
S03,parallel,ff_pid,2,s,66625,42.84,-0.0034,-0.0024,0.15,0.055,19.374,0.42026,-0.34,-0.24,0,0
S03,parallel,ff_pid,2,s,66725,42.77,-0.0034,-0.0024,0.15,0.108,19.474,0.41957,-0.34,-0.24,0,0
S03,parallel,ff_pid,2,s,66828,42.64,-0.0034,-0.0024,0.15,0.076,19.577,0.4183,-0.34,-0.24,0,0
S03,parallel,ff_pid,2,s,66931,42.57,-0.0034,-0.0024,0.15,0.000,19.68,0.41761,-0.34,-0.24,0,0
S03,parallel,ff_pid,2,s,67031,42.52,-0.0034,-0.0024,0.15,0.055,19.78,0.41712,-0.34,-0.24,0,0
S03,parallel,ff_pid,3,f,67228,42.10,0.0009,-0.0024,0.31,2.777,19.977,0.413,0.09,-0.24,1,0
S03,parallel,ff_pid,3,f,67329,42.10,0.0037,-0.0024,0.40,2.899,20.078,0.413,0.37,-0.24,1,1
S03,parallel,ff_pid,3,f,67429,41.68,0.0064,-0.0024,0.58,2.930,20.178,0.40888,0.64,-0.24,1,1
S03,parallel,ff_pid,3,f,67530,42.81,0.0095,-0.0021,0.74,2.779,20.279,0.41997,0.95,-0.21,1,1
S03,parallel,ff_pid,3,f,67726,46.98,0.0150,-0.0021,0.91,2.945,20.475,0.46087,1.5,-0.21,1,1
S03,parallel,ff_pid,3,f,67826,49.47,0.0177,-0.0021,0.83,2.869,20.575,0.4853,1.77,-0.21,1,1
S03,parallel,ff_pid,3,f,67926,51.07,0.0204,-0.0021,0.69,2.869,20.675,0.501,2.04,-0.21,1,1
S03,parallel,ff_pid,3,f,68026,51.04,0.0235,-0.0021,0.51,2.900,20.775,0.5007,2.35,-0.21,1,1
S03,parallel,ff_pid,3,f,68129,50.06,0.0259,-0.0021,0.65,2.869,20.878,0.49109,2.59,-0.21,1,1
S03,parallel,ff_pid,3,f,68232,48.92,0.0290,-0.0021,0.48,2.960,20.981,0.47991,2.9,-0.21,1,1
S03,parallel,ff_pid,3,f,68336,47.80,0.0317,-0.0021,0.32,2.992,21.085,0.46892,3.17,-0.21,1,1
S03,parallel,ff_pid,3,f,68438,46.77,0.0342,-0.0021,0.18,3.052,21.187,0.45881,3.42,-0.21,1,1
S03,parallel,ff_pid,3,f,68541,45.71,0.0369,-0.0021,0.07,3.053,21.29,0.44842,3.69,-0.21,1,1
S03,parallel,ff_pid,3,f,68645,45.58,0.0397,-0.0021,0.02,3.113,21.394,0.44714,3.97,-0.21,1,1
S03,parallel,ff_pid,3,f,68749,45.65,0.0424,-0.0021,-0.05,3.159,21.498,0.44783,4.24,-0.21,1,1
S03,parallel,ff_pid,3,f,68852,45.83,0.0452,-0.0021,-0.04,2.992,21.601,0.44959,4.52,-0.21,1,1
S03,parallel,ff_pid,3,f,68956,46.00,0.0479,-0.0021,-0.09,3.082,21.705,0.45126,4.79,-0.21,1,1
S03,parallel,ff_pid,3,f,69069,46.24,0.0510,-0.0021,-0.07,3.083,21.818,0.45361,5.1,-0.21,1,1
S03,parallel,ff_pid,3,f,69169,46.48,0.0534,-0.0021,-0.10,3.189,21.918,0.45597,5.34,-0.21,1,1
S03,parallel,ff_pid,3,f,69270,46.70,0.0562,-0.0018,-0.13,3.113,22.019,0.45813,5.62,-0.18,1,1
S03,parallel,ff_pid,3,f,69371,46.82,0.0586,-0.0018,-0.15,3.189,22.12,0.4593,5.86,-0.18,1,1
S03,parallel,ff_pid,3,f,69471,46.93,0.0613,-0.0018,-0.19,3.194,22.22,0.46038,6.13,-0.18,1,1
S03,parallel,ff_pid,3,f,69636,47.08,0.0653,-0.0018,-0.20,3.151,22.385,0.46185,6.53,-0.18,1,1
S03,parallel,ff_pid,3,f,69737,47.08,0.0681,-0.0018,-0.21,3.213,22.486,0.46185,6.81,-0.18,1,1
S03,parallel,ff_pid,3,f,69838,47.09,0.0705,-0.0018,-0.21,3.223,22.587,0.46195,7.05,-0.18,1,1
S03,parallel,ff_pid,3,f,70033,47.17,0.0754,-0.0018,-0.18,3.128,22.782,0.46274,7.54,-0.18,1,1
S03,parallel,ff_pid,3,f,70134,47.28,0.0778,-0.0018,-0.14,3.205,22.883,0.46382,7.78,-0.18,1,1
S03,parallel,ff_pid,3,f,70234,47.47,0.0803,-0.0018,-0.08,3.098,22.983,0.46568,8.03,-0.18,1,1
S03,parallel,ff_pid,3,f,70366,47.65,0.0836,-0.0018,-0.16,3.175,23.115,0.46745,8.36,-0.18,1,1
S03,parallel,ff_pid,3,f,70466,47.83,0.0861,-0.0018,0.04,3.124,23.215,0.46921,8.61,-0.18,1,1
S03,parallel,ff_pid,3,f,70567,47.97,0.0885,-0.0018,0.20,2.988,23.316,0.47059,8.85,-0.18,1,1
S03,parallel,ff_pid,3,f,70667,48.01,0.0912,-0.0015,0.27,3.032,23.416,0.47098,9.12,-0.15,1,1
S03,parallel,ff_pid,3,f,70767,47.96,0.0937,-0.0015,0.30,3.050,23.516,0.47049,9.37,-0.15,1,1
