participant,direction,control,cycle,stroke,time_ms,force_g,pos_y_m,pos_x_m,angle_deg,speed_cms,time_s,force_N,pos_y_cm,pos_x_cm,label_moving,label_steady
S09,parallel,ff_pid,1,f,102934,39.52,0.0000,0.0000,-0.03,0.034,0.0,0.38769,0.0,0.0,1,0
S09,parallel,ff_pid,1,f,103035,39.47,0.0003,0.0000,-0.03,1.160,0.101,0.3872,0.03,0.0,1,1
S09,parallel,ff_pid,1,f,103136,39.52,0.0021,0.0000,0.21,2.594,0.202,0.38769,0.21,0.0,1,1
S09,parallel,ff_pid,1,f,103236,39.78,0.0052,0.0000,0.34,2.823,0.302,0.39024,0.52,0.0,1,1
S09,parallel,ff_pid,1,f,103337,40.16,0.0079,0.0000,0.49,2.808,0.403,0.39397,0.79,0.0,1,1
S09,parallel,ff_pid,1,f,103511,41.96,0.0128,0.0000,0.51,2.945,0.577,0.41163,1.28,0.0,1,1
S09,parallel,ff_pid,1,f,103697,44.66,0.0180,0.0000,0.78,2.900,0.763,0.43811,1.8,0.0,1,1
S09,parallel,ff_pid,1,f,103804,44.66,0.0214,0.0000,0.75,3.129,0.87,0.43811,2.14,0.0,1,1
S09,parallel,ff_pid,1,f,103904,45.05,0.0241,0.0000,0.63,2.976,0.97,0.44194,2.41,0.0,1,1
S09,parallel,ff_pid,1,f,104005,45.24,0.0269,0.0000,0.49,3.010,1.071,0.4438,2.69,0.0,1,1
S09,parallel,ff_pid,1,f,104105,45.35,0.0293,0.0000,0.39,2.932,1.171,0.44488,2.93,0.0,1,1
S09,parallel,ff_pid,1,f,104207,45.46,0.0320,0.0000,0.33,2.993,1.273,0.44596,3.2,0.0,1,1
S09,parallel,ff_pid,1,f,104308,45.55,0.0348,0.0000,0.31,3.038,1.374,0.44685,3.48,0.0,1,1
S09,parallel,ff_pid,1,f,104409,45.63,0.0375,0.0000,0.29,3.099,1.475,0.44763,3.75,0.0,1,1
S09,parallel,ff_pid,1,f,104509,45.68,0.0400,0.0000,0.24,3.082,1.575,0.44812,4.0,0.0,1,1
S09,parallel,ff_pid,1,f,104610,45.76,0.0427,0.0000,0.16,3.082,1.676,0.44891,4.27,0.0,1,1
S09,parallel,ff_pid,1,f,104710,45.91,0.0452,0.0000,0.11,3.113,1.776,0.45038,4.52,0.0,1,1
S09,parallel,ff_pid,1,f,104811,45.98,0.0479,0.0000,0.04,3.067,1.877,0.45106,4.79,0.0,1,1
S09,parallel,ff_pid,1,f,104915,45.96,0.0504,0.0000,0.01,3.143,1.981,0.45087,5.04,0.0,1,1
S09,parallel,ff_pid,1,f,105016,46.01,0.0531,0.0000,-0.06,3.070,2.082,0.45136,5.31,0.0,1,1
S09,parallel,ff_pid,1,f,105118,45.79,0.0555,0.0000,-0.05,3.138,2.184,0.4492,5.55,0.0,1,1
S09,parallel,ff_pid,1,f,105298,45.60,0.0598,0.0000,-0.05,2.996,2.364,0.44734,5.98,0.0,1,1
S09,parallel,ff_pid,1,f,105398,45.44,0.0623,0.0000,0.01,3.089,2.464,0.44577,6.23,0.0,1,1
S09,parallel,ff_pid,1,f,105499,45.28,0.0647,0.0000,-0.02,3.177,2.565,0.4442,6.47,0.0,1,1
S09,parallel,ff_pid,1,f,105599,45.16,0.0671,0.0000,-0.09,3.194,2.665,0.44302,6.71,0.0,1,1
