participant,direction,control,cycle,stroke,time_ms,force_g,pos_y_m,pos_x_m,angle_deg,speed_cms,time_s,force_N,pos_y_cm,pos_x_cm,label_moving,label_steady
S20,parallel,ff_pid,1,f,108183,38.25,0.0000,0.0000,-0.04,0.022,0.0,0.37523,0.0,0.0,1,0
S20,parallel,ff_pid,1,f,108284,38.40,0.0003,0.0000,0.03,1.122,0.101,0.3767,0.03,0.0,1,1
S20,parallel,ff_pid,1,f,108385,38.78,0.0024,0.0000,0.29,2.580,0.202,0.38043,0.24,0.0,1,1
S20,parallel,ff_pid,1,f,108486,39.25,0.0052,0.0000,0.46,2.960,0.303,0.38504,0.52,0.0,1,1
S20,parallel,ff_pid,1,f,108683,41.66,0.0107,0.0000,0.59,3.037,0.5,0.40868,1.07,0.0,1,1
S20,parallel,ff_pid,1,f,108837,44.73,0.0153,0.0000,0.49,3.235,0.654,0.4388,1.53,0.0,1,1
S20,parallel,ff_pid,1,f,108937,46.30,0.0180,0.0000,0.46,3.130,0.754,0.4542,1.8,0.0,1,1
S20,parallel,ff_pid,1,f,109037,47.36,0.0204,0.0000,0.47,2.915,0.854,0.4646,2.04,0.0,1,1
S20,parallel,ff_pid,1,f,109234,48.77,0.0259,0.0000,0.46,3.174,1.051,0.47843,2.59,0.0,1,1
S20,parallel,ff_pid,1,f,109422,50.05,0.0305,0.0000,0.47,2.899,1.239,0.49099,3.05,0.0,1,1
S20,parallel,ff_pid,1,f,109522,50.72,0.0333,0.0000,0.48,2.899,1.339,0.49756,3.33,0.0,1,1
S20,parallel,ff_pid,1,f,109674,51.98,0.0369,0.0000,0.54,3.037,1.491,0.50992,3.69,0.0,1,1
S20,parallel,ff_pid,1,f,109774,51.98,0.0394,0.0000,0.44,2.976,1.591,0.50992,3.94,0.0,1,1
S20,parallel,ff_pid,1,f,109874,51.84,0.0418,0.0000,0.36,3.022,1.691,0.50855,4.18,0.0,1,1
S20,parallel,ff_pid,1,f,109975,51.45,0.0446,0.0000,0.29,3.021,1.792,0.50472,4.46,0.0,1,1
S20,parallel,ff_pid,1,f,110154,50.52,0.0488,0.0000,0.10,3.113,1.971,0.4956,4.88,0.0,1,1
S20,parallel,ff_pid,1,f,110342,50.66,0.0534,0.0000,0.03,3.099,2.159,0.49697,5.34,0.0,1,1
S20,parallel,ff_pid,1,f,110442,50.80,0.0558,0.0000,0.00,3.067,2.259,0.49835,5.58,0.0,1,1
S20,parallel,ff_pid,1,f,110542,50.89,0.0583,0.0000,0.09,3.008,2.359,0.49923,5.83,0.0,1,1
S20,parallel,ff_pid,1,f,110642,50.79,0.0607,0.0000,0.08,3.117,2.459,0.49825,6.07,0.0,1,1
S20,parallel,ff_pid,1,f,110743,50.56,0.0632,0.0000,0.05,3.057,2.56,0.49599,6.32,0.0,1,1
S20,parallel,ff_pid,1,f,110847,50.27,0.0656,0.0000,0.03,3.129,2.664,0.49315,6.56,0.0,1,1
S20,parallel,ff_pid,1,f,110948,49.96,0.0684,0.0000,0.01,3.098,2.765,0.49011,6.84,0.0,1,1
